Protein_id	Family	Subfamily	Subclade	Group
Bac226_118917765_tax	1	23026	28579	tbl_Bac226_118917765_tax
Bac226_106362619_tax	1	23026	28579	tbl_Bac226_106362619_tax
Bac226_359592412_tax	1	23026	28579	28587
Bac226_359588721_tax	1	23026	28579	28587
Bac226_51762463_tax	1	23026	28579	tbl_Bac226_51762463_tax
Bac226_56183587_tax	1	23026	28590	tbl_Bac226_56183587_tax
Bac226_77174233_tax	1	23026	28590	tbl_Bac226_77174233_tax
Bac226_331607896_tax	1	23026	28590	28595
Bac226_295996253_tax	1	23026	28590	28595
Bac226_314552681_tax	1	23026	28590	pbt_Bac226_314552681_tax
Bac226_350214656_tax	1	23026	28590	tbl_Bac226_350214656_tax
Bac226_109578308_tax	1	23026	28590	tbl_Bac226_109578308_tax
Bac226_150287199_tax	1	23026	28590	tbl_Bac226_150287199_tax
Bac226_20844987_tax	1	23026	28590	28601
Bac226_242447188_tax	1	23026	28590	28601
Bac226_331607897_tax	1	23026	28590	pbt_Bac226_331607897_tax
Bac226_56183588_tax	1	23026	28590	tbl_Bac226_56183588_tax
Bac226_9080473_tax	1	23026	28590	tbl_Bac226_9080473_tax
Bac226_328309532_tax	1	23026	28590	tbl_Bac226_328309532_tax
Bac226_147376435_tax	1	23026	28603	tbl_Bac226_147376435_tax
Bac226_315469737_tax	1	23026	28603	tbl_Bac226_315469737_tax
Bac226_101009405_tax	1	23026	28603	28609
Bac226_221928623_tax	1	23026	28603	28609
Bac226_384958320_tax	1	23026	28603	tbl_Bac226_384958320_tax
Bac226_396995453_tax	1	23026	28603	tbl_Bac226_396995453_tax
Bac226_372759136_tax	1	23026	28603	tbl_Bac226_372759136_tax
Bac226_263630132_tax	1	23026	28603	tbl_Bac226_263630132_tax
Bac226_287894408_tax	1	23026	28603	tbl_Bac226_287894408_tax
Bac226_298344821_tax	1	23026	28603	tbl_Bac226_298344821_tax
Bac226_191107014_tax	1	23026	28603	tbl_Bac226_191107014_tax
Bac226_136000361_tax	1	23026	28603	tbl_Bac226_136000361_tax
Bac226_325958364_tax	1	23026	28603	tbl_Bac226_325958364_tax
Bac226_206731123_tax	1	23026	28603	tbl_Bac226_206731123_tax
Bac226_3382161_tax	1	23026	28603	tbl_Bac226_3382161_tax
Bac226_371998286_tax	1	23026	28603	tbl_Bac226_371998286_tax
Bac226_287893210_tax	1	23026	28603	28621
Bac226_396997019_tax	1	23026	28603	28621
Bac226_372759128_tax	1	23026	28603	28621
Bac226_226773259_tax	1	23026	28603	28621
Bac226_154209223_tax	1	23026	28603	tbl_Bac226_154209223_tax
Bac226_86116326_tax	1	23026	28603	28626
Bac226_114066046_tax	1	23026	28603	28626
Bac226_79761105_tax	1	23026	28603	tbl_Bac226_79761105_tax
Bac226_390563470_tax	1	23026	28603	28631
Bac226_206522031_tax	1	23026	28603	28631
Bac226_287611655_tax	1	23026	28603	28631
Bac226_71215059_tax	1	23026	28603	28631
Bac226_281522668_tax	1	23026	28603	28631
Bac226_152778140_tax	1	23026	28603	tbl_Bac226_152778140_tax
Bac226_175504597_tax	1	23026	28603	28635
Bac226_265216500_tax	1	23026	28603	28635
Bac226_354049357_tax	1	23026	28603	28635
Bac226_100218451_tax	1	23026	28603	28635
Bac226_50705590_tax	1	23026	28603	tbl_Bac226_50705590_tax
Bac226_159530771_tax	1	23026	28603	tbl_Bac226_159530771_tax
Bac226_357919141_tax	1	23026	28603	28642
Bac226_131395738_tax	1	23026	28603	28642
Bac226_292013018_tax	1	23026	28603	tbl_Bac226_292013018_tax
Bac226_287991999_tax	1	23026	28603	28643
Bac226_216273927_tax	1	23026	28603	28643
Bac226_30386631_tax	1	23026	28603	pbt_Bac226_30386631_tax
Bac226_238323475_tax	1	23026	28603	pbt_Bac226_238323475_tax
Bac226_386949070_tax	1	23026	28603	tbl_Bac226_386949070_tax
Bac226_51285321_tax	1	23026	28603	28647
Bac226_411744921_tax	1	23026	28603	28647
Bac226_359786739_tax	1	23026	28650	tbl_Bac226_359786739_tax
Bac226_97756078_tax	1	23026	28650	tbl_Bac226_97756078_tax
Bac226_95354639_tax	1	23026	28653	tbl_Bac226_95354639_tax
Bac226_135860087_tax	1	23026	28653	tbl_Bac226_135860087_tax
Bac226_341986514_tax	1	23026	28657	tbl_Bac226_341986514_tax
Bac226_180207033_tax	1	23026	28657	tbl_Bac226_180207033_tax
Bac226_275704973_tax	1	23026	pb_28656	pbt_Bac226_275704973_tax
Bac226_339570698_tax	1	23026	pb_28656	pbt_Bac226_339570698_tax
Bac226_62677825_tax	1	23026	pb_28656	tbl_Bac226_62677825_tax
Bac226_253995690_tax	1	23026	pb_28656	tbl_Bac226_253995690_tax
Bac226_223730437_tax	1	23026	pb_28655	28661
Bac226_253994914_tax	1	23026	pb_28655	28661
Bac226_263073796_tax	1	23026	28662	tbl_Bac226_263073796_tax
Bac226_349865906_tax	1	23026	28662	28663
Bac226_136145870_tax	1	23026	28662	28663
Bac226_110180776_tax	1	23026	28662	28663
Bac226_63195374_tax	1	23026	28662	28663
Bac226_357581549_tax	1	23026	28666	tbl_Bac226_357581549_tax
Bac226_325905256_tax	1	23026	28666	28671
Bac226_234084791_tax	1	23026	28666	28671
Bac226_101900614_tax	1	23026	28666	tbl_Bac226_101900614_tax
Bac226_214839961_tax	1	23026	28666	28672
Bac226_305637073_tax	1	23026	28666	28672
Bac226_116827768_tax	1	23026	28666	28673
Bac226_116827767_tax	1	23026	28666	28673
Bac226_285641961_tax	1	23026	28666	tbl_Bac226_285641961_tax
Bac226_155966834_tax	1	23026	28676	28678
Bac226_125130821_tax	1	23026	28676	28678
Bac226_58145864_tax	1	23026	28676	tbl_Bac226_58145864_tax
Bac226_424045066_tax	1	23026	28676	28680
Bac226_359284534_tax	1	23026	28676	28680
Bac226_210732853_tax	1	23026	28676	28681
Bac226_20959002_tax	1	23026	28676	28681
Bac226_5558763_tax	1	23026	28676	28681
Bac226_329659851_tax	1	23026	28684	tbl_Bac226_329659851_tax
Bac226_166889446_tax	1	23026	28684	pbt_Bac226_166889446_tax
Bac226_326678778_tax	1	23026	28684	pbt_Bac226_326678778_tax
Bac226_73041167_tax	1	23026	28684	pbt_Bac226_73041167_tax
Bac226_19619987_tax	1	23026	28684	28689
Bac226_133418546_tax	1	23026	28684	28689
Bac226_207302588_tax	1	23026	28684	28689
Bac226_156636255_tax	1	23026	28684	28689
Bac226_81706010_tax	1	23026	28684	28689
Bac226_259861731_tax	1	23026	28684	28689
Bac226_64350875_tax	1	23026	28684	28689
Bac226_264363944_tax	1	23026	28684	28689
Bac226_134360238_tax	1	23026	28684	28689
Bac226_104003812_tax	1	23026	28684	28689
Bac226_67367193_tax	1	23026	28684	tbl_Bac226_67367193_tax
Bac226_65108580_tax	1	23026	28684	tbl_Bac226_65108580_tax
Bac226_223731118_tax	1	23026	28684	tbl_Bac226_223731118_tax
Bac226_27487864_tax	1	23026	28684	tbl_Bac226_27487864_tax
Bac226_409139189_tax	1	23026	28684	tbl_Bac226_409139189_tax
Bac226_245193327_tax	1	23026	28706	tbl_Bac226_245193327_tax
Bac226_235153352_tax	1	23026	28706	tbl_Bac226_235153352_tax
Bac226_291226103_tax	1	23026	28706	tbl_Bac226_291226103_tax
Bac226_410836620_tax	1	23026	28710	tbl_Bac226_410836620_tax
Bac226_333756498_tax	1	23026	28710	tbl_Bac226_333756498_tax
Bac226_271062685_tax	1	23026	28710	tbl_Bac226_271062685_tax
Bac226_110356369_tax	1	23026	pb_28709	28712
Bac226_246907637_tax	1	23026	pb_28709	28712
Bac226_397854232_tax	1	23026	28713	28716
Bac226_418237349_tax	1	23026	28713	28716
Bac226_384704339_tax	1	23026	28713	pbt_Bac226_384704339_tax
Bac226_245298602_tax	1	23026	28713	28720
Bac226_245157511_tax	1	23026	28713	28720
Bac226_248632141_tax	1	23026	28713	tbl_Bac226_248632141_tax
Bac226_245298603_tax	1	23026	28713	pbt_Bac226_245298603_tax
Bac226_293372872_tax	1	23026	28713	pbt_Bac226_293372872_tax
Bac226_61464973_tax	1	23026	28713	tbl_Bac226_61464973_tax
Bac226_340068832_tax	1	23026	28713	tbl_Bac226_340068832_tax
Bac226_130498569_tax	1	23026	28722	pbt_Bac226_130498569_tax
Bac226_396541031_tax	1	23026	28722	pbt_Bac226_396541031_tax
Bac226_372390441_tax	1	23026	28722	pbt_Bac226_372390441_tax
Bac226_92244433_tax	1	23026	28722	pbt_Bac226_92244433_tax
Bac226_391257825_tax	1	23026	28726	28731
Bac226_304920261_tax	1	23026	28726	28731
Bac226_131318711_tax	1	23026	28726	28732
Bac226_83573259_tax	1	23026	28726	28732
Bac226_57264819_tax	1	23026	28726	28736
Bac226_57266015_tax	1	23026	28726	28736
Bac226_194426424_tax	1	23026	28726	tbl_Bac226_194426424_tax
Bac226_420192349_tax	1	23026	28726	28737
Bac226_201378560_tax	1	23026	28726	28737
Bac226_417218874_tax	1	23026	28726	28740
Bac226_200344277_tax	1	23026	28726	28740
Bac226_83257252_tax	1	23026	28726	28740
Bac226_44029590_tax	1	23026	28726	28742
Bac226_231708424_tax	1	23026	28726	28742
Bac226_331817576_tax	1	23026	28726	28744
Bac226_364681403_tax	1	23026	28726	28744
Arc226_12618049_tax	1	23026	28726	28744
Bac226_315923920_tax	1	23026	28726	28744
Bac226_201324732_tax	1	23026	28726	28744
Bac226_167512068_tax	1	23026	28726	28748
Bac226_49163072_tax	1	23026	28726	28748
Bac226_308090596_tax	1	23026	28726	tbl_Bac226_308090596_tax
Bac226_271283688_tax	1	23026	28726	28755
Bac226_279722128_tax	1	23026	28726	28755
Bac226_193168244_tax	1	23026	28726	pbt_Bac226_193168244_tax
Bac226_184586373_tax	1	23026	28726	pbt_Bac226_184586373_tax
Bac226_314709139_tax	1	23026	28726	pbt_Bac226_314709139_tax
Bac226_225327310_tax	1	23026	28726	28761
Bac226_368242403_tax	1	23026	28726	28761
Bac226_241977244_tax	1	23026	28726	28761
Bac226_239563359_tax	1	23026	28726	28761
Bac226_262201814_tax	1	23026	28726	28761
Bac226_188710494_tax	1	23026	28726	28761
Bac226_329356222_tax	1	23026	28726	pb_28768
Bac226_274441016_tax	1	23026	28726	pb_28768
Bac226_158202532_tax	1	23026	28726	28772
Bac226_344743489_tax	1	23026	28726	28772
Bac226_158201632_tax	1	23026	28726	28772
Bac226_137094590_tax	1	23026	28726	pb_28768
Bac226_290785964_tax	1	23026	28726	28774
Bac226_168134269_tax	1	23026	28726	28774
Bac226_261557032_tax	1	23026	28726	28774
Bac226_297315659_tax	1	23026	28726	28774
Bac226_107585447_tax	1	23026	28726	28774
Bac226_7360749_tax	1	23026	28726	28779
Bac226_263767615_tax	1	23026	28726	28779
Bac226_333892512_tax	1	23026	28726	28780
Bac226_134487850_tax	1	23026	28726	28780
Bac226_18484992_tax	1	23026	28726	28780
Bac226_241021587_tax	1	23026	28726	28784
Bac226_10634621_tax	1	23026	28726	28784
Bac226_27242091_tax	1	23026	28726	pb_28782
Bac226_201874780_tax	1	23026	28726	28788
Bac226_28623466_tax	1	23026	28726	28788
Bac226_72630023_tax	1	23026	28726	28788
Bac226_334857581_tax	1	23026	28726	28788
Bac226_159186616_tax	1	23026	28726	pb_28786
Bac226_7021821_tax	1	23026	28726	28791
Bac226_150711863_tax	1	23026	28726	28791
Bac226_244921016_tax	1	23026	28726	28791
Bac226_292246212_tax	1	23026	28726	28791
Bac226_318722578_tax	1	23026	28726	28791
Bac226_328617927_tax	1	23026	28726	28791
Bac226_387323592_tax	1	23026	28726	28791
Bac226_80981498_tax	1	23026	28726	28797
Bac226_174861487_tax	1	23026	28726	28797
Bac226_17973284_tax	1	23026	28726	28797
Bac226_54490844_tax	1	23026	28726	28797
Bac226_182134359_tax	1	23026	28726	28797
Bac226_61519897_tax	1	23026	28726	28797
Bac226_263266147_tax	1	23026	28726	28797
Bac226_185797207_tax	1	23026	28726	28797
Bac226_328875353_tax	1	23026	28726	28797
Bac226_37191606_tax	1	23026	28726	28797
Bac226_234090254_tax	1	23026	28726	28797
Bac226_49905239_tax	1	23026	28726	28797
Bac226_375554305_tax	1	23026	28726	28797
Bac226_151793113_tax	1	23026	28726	28810
Bac226_377171583_tax	1	23026	28726	28810
Bac226_296693256_tax	1	23026	28726	pbt_Bac226_296693256_tax
Bac226_370710661_tax	1	23026	28726	tbl_Bac226_370710661_tax
Bac226_54538428_tax	1	23026	28726	28814
Bac226_142464512_tax	1	23026	28726	28814
Bac226_399630934_tax	1	23026	28726	28814
Bac226_268700269_tax	1	23026	28726	28814
Bac226_53547741_tax	1	23026	28726	28814
Bac226_220789911_tax	1	23026	28726	28821
Bac226_868063_tax	1	23026	28726	28821
Bac226_284009078_tax	1	23026	28726	pbt_Bac226_284009078_tax
Bac226_333967488_tax	1	23026	28726	pbt_Bac226_333967488_tax
Bac226_65238344_tax	1	23026	28726	pbt_Bac226_65238344_tax
Bac226_161747887_tax	1	23026	28726	tbl_Bac226_161747887_tax
Bac226_143270815_tax	1	23026	28726	28822
Bac226_231435740_tax	1	23026	28726	28822
Bac226_370365740_tax	1	23026	28726	28822
Bac226_389132273_tax	1	23026	28726	28822
Bac226_260893043_tax	1	23026	28726	28822
Bac226_317448394_tax	1	23026	28726	28822
Bac226_137153587_tax	1	23026	28726	28822
Bac226_187263460_tax	1	23026	28726	tbl_Bac226_187263460_tax
Bac226_357699314_tax	1	23026	28726	28829
Bac226_213909992_tax	1	23026	28726	28829
Bac226_337752220_tax	1	23026	28726	28829
Bac226_245954332_tax	1	23026	28726	tbl_Bac226_245954332_tax
Bac226_415212490_tax	1	23026	28726	28834
Bac226_307670544_tax	1	23026	28726	28834
Bac226_355731555_tax	1	23026	28726	28835
Bac226_376459353_tax	1	23026	28726	28835
Bac226_231554578_tax	1	23026	28726	pbt_Bac226_231554578_tax
Bac226_219002946_tax	1	23026	28726	pbt_Bac226_219002946_tax
Bac226_207739669_tax	1	23026	28726	28840
Bac226_64874483_tax	1	23026	28726	28840
Bac226_291779036_tax	1	23026	28726	28840
Bac226_344055560_tax	1	23026	28726	28840
Bac226_404555347_tax	1	23026	28726	tbl_Bac226_404555347_tax
Bac226_90266710_tax	1	23026	28726	28844
Bac226_401127221_tax	1	23026	28726	28844
Bac226_48961120_tax	1	23026	28726	28844
Bac226_241420359_tax	1	23026	28726	28844
Bac226_264602536_tax	1	23026	28726	28844
Bac226_279477915_tax	1	23026	28726	28844
Bac226_377099893_tax	1	23026	28726	28844
Bac226_295688564_tax	1	23026	28726	28844
Bac226_145424876_tax	1	23026	28726	28844
Bac226_221569195_tax	1	23026	28726	28844
Bac226_392996935_tax	1	23026	28726	28844
Bac226_42136824_tax	1	23026	28726	28844
Bac226_68918363_tax	1	23026	28726	28856
Bac226_17929070_tax	1	23026	28726	28856
Bac226_341681372_tax	1	23026	28726	28856
Bac226_112861579_tax	1	23026	28726	28856
Bac226_52132930_tax	1	23026	28726	pb_28862
Bac226_139136869_tax	1	23026	28726	pb_28862
Bac226_372978816_tax	1	23026	28726	pb_28862
Bac226_57033206_tax	1	23026	28726	pb_28862
Bac226_216745252_tax	1	23026	28726	pb_28862
Bac226_118562584_tax	1	23026	28726	pbt_Bac226_118562584_tax
Bac226_367885926_tax	1	23026	28726	tbl_Bac226_367885926_tax
Bac226_3524357_tax	1	23026	28726	tbl_Bac226_3524357_tax
Bac226_186755269_tax	1	23026	28726	28868
Bac226_186755268_tax	1	23026	28726	28868
Bac226_92846158_tax	1	23026	28726	tbl_Bac226_92846158_tax
Bac226_352696979_tax	1	23026	28726	tbl_Bac226_352696979_tax
Bac226_232332102_tax	1	23026	28726	tbl_Bac226_232332102_tax
Bac226_230749511_tax	1	23026	28726	tbl_Bac226_230749511_tax
Bac226_182578802_tax	1	23026	28726	pbt_Bac226_182578802_tax
Bac226_408837896_tax	1	23026	28726	pbt_Bac226_408837896_tax
Bac226_248224544_tax	1	23026	28726	28876
Bac226_343997025_tax	1	23026	28726	28876
Bac226_330143474_tax	1	23026	28726	28876
Bac226_32711125_tax	1	23026	28726	28878
Bac226_32584991_tax	1	23026	28726	28878
Bac226_69951563_tax	1	23026	28726	tbl_Bac226_69951563_tax
Bac226_348283877_tax	1	23026	28726	28882
Bac226_71199612_tax	1	23026	28726	28882
Bac226_379364535_tax	1	23026	28726	pbt_Bac226_379364535_tax
Bac226_128311581_tax	1	23026	28726	pbt_Bac226_128311581_tax
Bac226_240400891_tax	1	23026	28726	pbt_Bac226_240400891_tax
Bac226_411049589_tax	1	23026	28726	pbt_Bac226_411049589_tax
Bac226_25645721_tax	1	23026	28726	pbt_Bac226_25645721_tax
Bac226_275124664_tax	1	23026	28726	pb_28889
Bac226_108776980_tax	1	23026	28726	pb_28889
Bac226_243231545_tax	1	23026	28726	pb_28889
Bac226_168524049_tax	1	23026	28726	pb_28889
Bac226_156639761_tax	1	23026	28726	28894
Bac226_259864277_tax	1	23026	28726	28894
Bac226_66619427_tax	1	23026	28726	28894
Bac226_384393077_tax	1	23026	28726	pbt_Bac226_384393077_tax
Bac226_409139850_tax	1	23026	28726	pbt_Bac226_409139850_tax
Bac226_112537431_tax	1	23026	28726	tbl_Bac226_112537431_tax
Bac226_208554457_tax	1	23026	28726	tbl_Bac226_208554457_tax
Bac226_302098546_tax	1	23026	28726	tbl_Bac226_302098546_tax
Bac226_382095976_tax	1	23026	28726	pbt_Bac226_382095976_tax
Bac226_302098547_tax	1	23026	28726	pbt_Bac226_302098547_tax
Bac226_396644466_tax	1	23026	28726	28902
Bac226_394188330_tax	1	23026	28726	28902
Bac226_6160418_tax	1	23026	28726	28904
Bac226_69522745_tax	1	23026	28726	28904
Bac226_2376913_tax	1	23026	28726	28904
Bac226_200762121_tax	1	23026	28726	pbt_Bac226_200762121_tax
Bac226_299168079_tax	1	23026	28726	tbl_Bac226_299168079_tax
Bac226_402400400_tax	1	23026	28908	tbl_Bac226_402400400_tax
Bac226_142898988_tax	1	23026	28908	tbl_Bac226_142898988_tax
Bac226_96164408_tax	1	23026	28908	pbt_Bac226_96164408_tax
Bac226_182301327_tax	1	23026	28908	pbt_Bac226_182301327_tax
Bac226_412054106_tax	1	23026	28908	tbl_Bac226_412054106_tax
Bac226_151524394_tax	1	23026	28912	28914
Bac226_244143807_tax	1	23026	28912	28914
Bac226_315984361_tax	1	23026	28912	pbt_Bac226_315984361_tax
Bac226_291523155_tax	1	23026	28912	pbt_Bac226_291523155_tax
Bac226_267072840_tax	1	23026	28912	tbl_Bac226_267072840_tax
Bac226_173145392_tax	1	23026	28916	tbl_Bac226_173145392_tax
Bac226_324752001_tax	1	23026	28916	28922
Bac226_202285125_tax	1	23026	28916	28922
Bac226_47905841_tax	1	23026	28916	tbl_Bac226_47905841_tax
Bac226_340080772_tax	1	23026	28916	tbl_Bac226_340080772_tax
Bac226_385147669_tax	1	23026	28916	tbl_Bac226_385147669_tax
Bac226_388127136_tax	1	23026	28916	tbl_Bac226_388127136_tax
Bac226_159175425_tax	1	23026	28916	tbl_Bac226_159175425_tax
Bac226_94991990_tax	1	23026	28916	tbl_Bac226_94991990_tax
Bac226_358584020_tax	1	23026	28916	tbl_Bac226_358584020_tax
Bac226_206404022_tax	1	23026	28916	tbl_Bac226_206404022_tax
Bac226_217542105_tax	1	23026	28916	28927
Bac226_227871935_tax	1	23026	28916	28927
Bac226_387353724_tax	1	23026	28916	28927
Bac226_225088074_tax	1	23026	28916	28927
Bac226_255444258_tax	1	23026	28932	tbl_Bac226_255444258_tax
Bac226_85095525_tax	1	23026	28932	28936
Bac226_32925409_tax	1	23026	28932	28936
Bac226_77436296_tax	1	23026	28932	tbl_Bac226_77436296_tax
Bac226_326518575_tax	1	23026	28932	28939
Bac226_252568905_tax	1	23026	28932	28939
Bac226_5620885_tax	1	23026	28932	28939
Bac226_40152709_tax	1	23026	28932	28939
Bac226_104515057_tax	1	23026	28932	28939
Bac226_146813308_tax	1	23026	28932	28939
Bac226_274483469_tax	1	23026	28932	28939
Bac226_76355810_tax	1	23026	28932	28939
Bac226_74993237_tax	1	23026	28932	28939
Bac226_258715398_tax	1	23026	28932	28939
Bac226_423358571_tax	1	23026	28932	28939
Bac226_293272060_tax	1	23026	28932	28939
Bac226_28632655_tax	1	23026	28932	28939
Bac226_17975529_tax	1	23026	28932	28939
Bac226_37191563_tax	1	23026	28932	28939
Bac226_27241092_tax	1	23026	28932	28939
Bac226_81268167_tax	1	23026	28932	28939
Bac226_172066503_tax	1	23026	28932	28939
Bac226_96908939_tax	1	23026	28932	28939
Bac226_379847777_tax	1	23026	28932	28939
Bac226_146010097_tax	1	23026	28932	28939
Bac226_63408541_tax	1	23026	28932	28939
Bac226_212021364_tax	1	23026	28932	28939
Bac226_49274388_tax	1	23026	28932	28961
Bac226_79267565_tax	1	23026	28932	28961
Bac226_413858354_tax	1	23026	28932	28961
Bac226_54492516_tax	1	23026	28932	28967
Bac226_20578509_tax	1	23026	28932	28967
Bac226_411853950_tax	1	23026	28932	pbt_Bac226_411853950_tax
Bac226_306321919_tax	1	23026	28932	pbt_Bac226_306321919_tax
Bac226_325197081_tax	1	23026	28932	pb_28969
Bac226_297447971_tax	1	23026	28932	28971
Bac226_297451510_tax	1	23026	28932	28971
Bac226_297451129_tax	1	23026	28932	28971
Bac226_375486176_tax	1	23026	28932	28971
Bac226_5624066_tax	1	23026	28932	28974
Bac226_58710617_tax	1	23026	28932	28974
Bac226_85990002_tax	1	23026	28932	28974
Bac226_311255871_tax	1	23026	28932	28976
Bac226_55625233_tax	1	23026	28932	28976
Bac226_341723127_tax	1	23026	28932	28976
Bac226_149019368_tax	1	23026	28932	28976
Bac226_324649356_tax	1	23026	28932	pb_28980
Bac226_71784141_tax	1	23026	28932	28982
Bac226_295471975_tax	1	23026	28932	28982
Bac226_126110202_tax	1	23026	28932	28983
Bac226_274944009_tax	1	23026	28932	28983
Bac226_63612210_tax	1	23026	28932	28983
Bac226_299367972_tax	1	23026	28932	28983
Bac226_301805937_tax	1	23026	28932	28983
Bac226_213528793_tax	1	23026	28932	28988
Bac226_318235518_tax	1	23026	28932	28988
Bac226_185592465_tax	1	23026	28932	28988
Bac226_302817136_tax	1	23026	28932	28988
Bac226_232579489_tax	1	23026	28932	28988
Bac226_172667559_tax	1	23026	28932	28988
Bac226_256619584_tax	1	23026	28932	28988
Bac226_80980639_tax	1	23026	28932	28988
Bac226_116144294_tax	1	23026	28932	28988
Bac226_18491530_tax	1	23026	28932	28988
Bac226_84528281_tax	1	23026	28932	28988
Bac226_324646045_tax	1	23026	28932	28988
Bac226_333898944_tax	1	23026	28932	28988
Bac226_298255670_tax	1	23026	28932	28988
Bac226_28624349_tax	1	23026	28932	28988
Bac226_159209655_tax	1	23026	28932	28988
Bac226_338405187_tax	1	23026	28932	28988
Bac226_328672736_tax	1	23026	28932	28988
Bac226_38361784_tax	1	23026	28932	29007
Bac226_211745346_tax	1	23026	28932	29007
Bac226_403575393_tax	1	23026	28932	29007
Bac226_38359427_tax	1	23026	28932	29007
Bac226_152903863_tax	1	23026	28932	29007
Bac226_18960876_tax	1	23026	28932	29007
Bac226_212674567_tax	1	23026	28932	29007
Bac226_384400656_tax	1	23026	28932	29007
Bac226_222778226_tax	1	23026	28932	29007
Bac226_52067828_tax	1	23026	28932	pb_29006
Bac226_422139784_tax	1	23026	28932	pb_29006
Bac226_183603134_tax	1	23026	28932	pb_29006
Bac226_348859875_tax	1	23026	28932	29017
Bac226_338339459_tax	1	23026	28932	29017
Bac226_106390755_tax	1	23026	28932	29020
Bac226_263008897_tax	1	23026	28932	29020
Bac226_51992029_tax	1	23026	28932	29020
Bac226_130294424_tax	1	23026	28932	29020
Bac226_397918583_tax	1	23026	28932	29020
Bac226_398961744_tax	1	23026	28932	29025
Bac226_259808271_tax	1	23026	28932	29025
Bac226_364916029_tax	1	23026	28932	tbl_Bac226_364916029_tax
Bac226_292504223_tax	1	23026	28932	tbl_Bac226_292504223_tax
Bac226_323005770_tax	1	23026	28932	tbl_Bac226_323005770_tax
Bac226_382172724_tax	1	23026	28932	pbt_Bac226_382172724_tax
Bac226_265538570_tax	1	23026	28932	pbt_Bac226_265538570_tax
Bac226_180363989_tax	1	23026	28932	tbl_Bac226_180363989_tax
Bac226_215629215_tax	1	23026	29030	29034
Bac226_153070414_tax	1	23026	29030	29034
Bac226_132673718_tax	1	23026	29030	tbl_Bac226_132673718_tax
Bac226_253488815_tax	1	23026	29030	tbl_Bac226_253488815_tax
Bac226_146560725_tax	1	23026	29030	29040
Bac226_369395518_tax	1	23026	29030	29040
Bac226_405103831_tax	1	23026	29030	tbl_Bac226_405103831_tax
Bac226_164330330_tax	1	23026	29030	tbl_Bac226_164330330_tax
Bac226_342679186_tax	1	23026	29030	tbl_Bac226_342679186_tax
Bac226_10683804_tax	1	23026	29030	tbl_Bac226_10683804_tax
Bac226_126561761_tax	1	23026	29030	tbl_Bac226_126561761_tax
Bac226_321142500_tax	1	23026	29030	29046
Bac226_390207454_tax	1	23026	29030	29046
Bac226_398014865_tax	1	23026	29030	29046
Bac226_150176960_tax	1	23026	29030	29046
Bac226_284218360_tax	1	23026	29030	29046
Bac226_225678734_tax	1	23026	29030	tbl_Bac226_225678734_tax
Bac226_158427013_tax	1	23026	29030	tbl_Bac226_158427013_tax
Bac226_220077461_tax	1	23026	29030	pbt_Bac226_220077461_tax
Bac226_342691344_tax	1	23026	29030	pbt_Bac226_342691344_tax
Bac226_295780249_tax	1	23026	29030	tbl_Bac226_295780249_tax
Bac226_272687524_tax	1	23026	29030	29056
Bac226_294543784_tax	1	23026	29030	29056
Bac226_401828788_tax	1	23026	29030	29056
Bac226_295247475_tax	1	23026	29030	29056
Bac226_173065919_tax	1	23026	29030	29056
Bac226_355074066_tax	1	23026	29030	29056
Bac226_117081881_tax	1	23026	29030	29056
Bac226_88540687_tax	1	23026	29030	29056
Bac226_22671080_tax	1	23026	29030	29056
Bac226_128265253_tax	1	23026	29030	29056
Bac226_208289090_tax	1	23026	29030	29056
Bac226_365437512_tax	1	23026	29030	29056
Bac226_401939886_tax	1	23026	29030	29056
Bac226_27919177_tax	1	23026	29030	29056
Bac226_416681617_tax	1	23026	29030	29056
Bac226_88225332_tax	1	23026	29030	29056
Bac226_333691218_tax	1	23026	29030	tbl_Bac226_333691218_tax
Bac226_304195868_tax	1	23026	29030	29072
Bac226_201039276_tax	1	23026	29030	29072
Bac226_358817511_tax	1	23026	29030	tbl_Bac226_358817511_tax
Bac226_91758845_tax	1	23026	29030	pbt_Bac226_91758845_tax
Bac226_410169240_tax	1	23026	29030	pbt_Bac226_410169240_tax
Bac226_156486886_tax	1	23026	29030	tbl_Bac226_156486886_tax
EukM6_3085460_tax	1	23026	29030	tbl_EukM6_3085460_tax
EukM6_3088222_tax	1	23026	29030	tbl_EukM6_3088222_tax
EukM6_1285143_tax	1	23026	29030	tbl_EukM6_1285143_tax
Bac226_347463873_tax	1	23026	29030	tbl_Bac226_347463873_tax
EukM6_1887876_tax	1	23026	29030	tbl_EukM6_1887876_tax
EukM6_6198664_tax	1	23026	29030	29088
EukM6_1952898_tax	1	23026	29030	29088
EukM6_1496051_tax	1	23026	29030	29088
EukM6_3004109_tax	1	23026	29030	29088
EukM6_3512536_tax	1	23026	29030	29088
EukM6_1088241_tax	1	23026	29030	tbl_EukM6_1088241_tax
EukM6_4960821_tax	1	23026	29030	tbl_EukM6_4960821_tax
EukM6_4016018_tax	1	23026	29030	pbt_EukM6_4016018_tax
EukM6_4042023_tax	1	23026	29030	29096
EukM6_164631_tax	1	23026	29030	29096
EukM6_164595_tax	1	23026	29030	29096
EukM6_164623_tax	1	23026	29030	29096
EukM6_5801817_tax	1	23026	29030	tbl_EukM6_5801817_tax
EukM6_4317056_tax	1	23026	29030	29100
