Domain,Phyla,Class,Order,Family,Genera,Species,GTDB_id,Completeness,Contamination,Sample,CPA_count,CPA_binary,NhaB_count,NhaB_binary,NhaC_count,NhaC_binary,NhaD_count,NhaD_binary,Kef,CPA1,NhaA,Undescribed_CPA1,NhaS5,CHX,SOD2,NhaP,CPA1_IDK,GerN,CPA1_SL,Uncharacaterized,IT_count,Antiporter_count,IT_binary,Antiporter_binary,CPA_presence
3364,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,VGKP01,VGKP01_sp016866975,GB_GCA_016866975.1,89.39,0.52,freshwater lake,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3365,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,VGKP01,VGKP01_sp038043805,GB_GCA_038043805.1,62.72,0.1,none,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3366,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,VGKP01,VGKP01_sp964202455,GB_GCA_964202455.1,89.31,1.1,none,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3367,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,VGKQ01,VGKQ01_sp016866995,GB_GCA_016866995.1,85.56,0.43,freshwater lake,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3368,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,WAQV01,WAQV01_sp015520065,GB_GCA_015520065.1,80,0.1,deep-sea hydrothermal deposit,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,Present
3369,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,WJLC01,WJLC01_sp014728745,GB_GCA_014728745.1,75.69,0.22,microbial mat from hypersaline water environment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3370,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,WJLC01,WJLC01_sp041305285,GB_GCA_041305285.1,74.11,0.19,none,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3371,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,GW2011-AR1,WJLK01,WJLK01_sp014728565,GB_GCA_014728565.1,65.69,1.18,microbial mat from hypersaline water environment,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Present
3372,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,JAHJTO01,JAHJTO01,JAHJTO01_sp018829845,GB_GCA_018829845.1,87.13,3.08,Aspo HRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3373,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,JAHJTO01,JAWCMS01,JAWCMS01_sp038849525,GB_GCA_038849525.1,94.35,0.71,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3374,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,JAPDKA01,JAPDKA01,JAPDKA01_sp029258825,GB_GCA_029258825.1,92.58,0.57,hydrothermal vent sediment; anoxic hexadecane-degrading enrichment at 70 degrees Celsius,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,Present
3375,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,JAPDKA01,JAWAFA01,JAWAFA01_sp038840695,GB_GCA_038840695.1,84.79,0.86,none,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3376,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,JAPDKA01,JAWAFA01,JAWAFA01_sp038890875,GB_GCA_038890875.1,90.66,0.78,none,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3377,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,JAPDKA01,JAWAZI01,JAWAZI01_sp038817835,GB_GCA_038817835.1,86.57,1.61,none,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3378,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,PEVX01,PEVX01,PEVX01_sp002780285,GB_GCA_002780285.1,87.55,0.37,groundwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3379,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA12030,JACZVS01,JACZVS01_sp022572525,GB_GCA_022572525.1,75.91,0.63,Mariana trench surficial sediment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3380,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA12030,JAHJTU01,JAHJTU01_sp018829485,GB_GCA_018829485.1,82.67,0.69,Aspo HRL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3381,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA12030,UBA12030,UBA12030_sp10106u,GB_GCA_013331945.1,81.61,0.26,groundwater,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3382,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,DAOWHW01,DAOWHW01_sp026016245,GB_GCA_026016245.1,91.77,1.46,sediment,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3383,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,DAOWHW01,DAOWHW01_sp030641225,GB_GCA_030641225.1,79.82,0.87,cold seep,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3384,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,DRVD01,DRVD01_sp023511755,GB_GCA_023511755.1,78.5,0.12,hot spring sediment,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3385,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,EX4484-31,EX4484-31_sp002254805,GB_GCA_002254805.1,59.06,0.27,deep-sea hydrothermal vent sediments from dive 4484,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,Present
3386,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,GCA-020343435,GCA-020343435_sp020343435,GB_GCA_020343435.1,85.63,0.36,environmental49,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3387,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,JANXDM01,JANXDM01_sp025058615,GB_GCA_025058615.1,87.88,0.39,brown biofilm from alkaline hot spring,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3388,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,JANXDM01,JANXDM01_sp038895375,GB_GCA_038895375.1,90.83,0.44,none,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3389,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,JAPLYB01,JAPLYB01_sp026395795,GB_GCA_026395795.1,87.54,0.18,lake sediment,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3390,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,JAUWNL01,JAUWNL01_sp030612665,GB_GCA_030612665.1,83.55,0.24,cold seep,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3391,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,JAUXAK01,JAUXAK01_sp030619955,GB_GCA_030619955.1,70.95,0.53,cold seep,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3392,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,JAVZYK01,JAVZYK01_sp038886195,GB_GCA_038886195.1,91.6,0.55,none,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3393,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,JAWAPZ01,JAWAPZ01_sp038894195,GB_GCA_038894195.1,69.91,0.42,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3394,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,UBA284,UBA284_sp002499185,GB_GCA_002499185.1,96.89,3.51,waste water,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3395,d__Archaea,Nanobdellota,Nanobdellia,Pacearchaeales,UBA284,UBA284,UBA284_sp018304245,GB_GCA_018304245.1,87.66,0.08,Rifle well CD01 at 16ft depth; 0.1 micron filter at time point C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3396,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Acidifodinimicrobium,Acidifodinimicrobium_mancum,GB_GCA_015121965.1,74.27,0.77,Fankou acid mine drainage,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3397,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Acidifodinimicrobium,Acidifodinimicrobium_sp023269965,GB_GCA_023269965.1,89.95,0.14,thermophilic sediment from acid hot spring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3398,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Acidifodinimicrobium,Acidifodinimicrobium_sp025920305,GB_GCA_025920305.1,83.21,0.5,Hot spring sediment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3399,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAGDXV01,JAGDXV01_sp023261805,GB_GCA_023261805.1,88.72,0.22,thermophilic sediment from acid hot spring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3400,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAJYWD01,JAJYWD01_sp021791655,GB_GCA_021791655.1,98.74,1.17,acid mine drainage sediment,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,Present
3401,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAJYZA01,JAJYZA01_sp021800365,GB_GCA_021800365.1,98.43,0.77,acid mine drainage sediment,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,Present
3402,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAJYZA01,JAJYZA01_sp021818905,GB_GCA_021818905.1,100,0.27,acid mine drainage sediment,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3403,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAJYZA01,JAJYZA01_sp021852265,GB_GCA_021852265.1,88.36,1.41,acid mine drainage sediment,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3404,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAJYZA01,JAJYZA01_sp027366075,GB_GCA_027366075.1,84.14,0.81,sediment,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3405,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAJYZA01,JAJYZA01_sp030044235,GB_GCA_030044235.1,82.12,2.88,peat soil,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1,Present
3406,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAJZLM01,JAJZLM01_sp021802105,GB_GCA_021802105.1,89.48,0.3,acid mine drainage sediment,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3407,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAJZLM01,JAJZLM01_sp021850635,GB_GCA_021850635.1,89.93,0.39,acid mine drainage sediment,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,Present
3408,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAKATQ01,JAKATQ01_sp021818665,GB_GCA_021818665.1,87.25,0.75,acid mine drainage sediment,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,Present
3409,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAKBJF01,JAKBJF01_sp021807125,GB_GCA_021807125.1,78.63,0.53,acid mine drainage sediment,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,Present
3410,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAMCRB01,JAMCRB01_sp021810345,GB_GCA_021810345.1,90.31,0.27,acid mine drainage sediment,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,Present
3411,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAMCRB01,JAMCRB01_sp023380435,GB_GCA_023380435.1,75.69,0.59,Fankou acid mine drainage sediment Core A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Absent
3412,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,JAMCRN01,JAMCRN01_sp023380585,GB_GCA_023380585.1,83.08,0.01,Fankou acid mine drainage sediment Core A,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,Present
3413,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_acidiphilum,GB_GCA_002412065.1,72.69,0.98,450 nm filtrate of pink subaerial biofilm microbial community collected from the base of 2m high pile of pyrite sediment over which pH 1.1; 41C acid mine drainage solution was flowing,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3414,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_acidophilus,GB_GCA_002412085.1,84.91,4.76,450 nm filtrate of pink subaerial biofilm microbial community collected from the base of 2m high pile of pyrite sediment over which pH 1.1; 41C acid mine drainage solution was flowing,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3415,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp021794235,GB_GCA_021794235.1,78.37,0.03,acid mine drainage sediment,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3416,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp021798355,GB_GCA_021798355.1,87.01,0.68,acid mine drainage sediment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3417,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp021799085,GB_GCA_021799085.1,93.27,1.15,acid mine drainage sediment,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,Present
3418,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp021802505,GB_GCA_021802505.1,83.89,0.5,acid mine drainage sediment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3419,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp021807085,GB_GCA_021807085.1,91.02,1.34,acid mine drainage sediment,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,Present
3420,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp021811735,GB_GCA_021811735.1,88.82,3.28,acid mine drainage sediment,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,Present
3421,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp021817165,GB_GCA_021817165.1,89.83,0.59,acid mine drainage sediment,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,Present
3422,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp021846665,GB_GCA_021846665.1,92.03,0.43,acid mine drainage sediment,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3423,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp021851145,GB_GCA_021851145.1,63.48,1.02,acid mine drainage sediment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3424,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp023378805,GB_GCA_023378805.1,88.84,0.5,Fankou acid mine drainage sediment Core A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3425,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp023378865,GB_GCA_023378865.1,90.87,0.95,Fankou acid mine drainage sediment Core A,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3426,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp023380615,GB_GCA_023380615.1,59.59,0.31,Fankou acid mine drainage sediment Core A,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3427,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp023488405,GB_GCA_023488405.1,71.44,1.85,Fankou acid mine drainage sediment Core B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3428,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_sp037443005,GB_GCA_037443005.1,89.98,0.77,none,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,Present
3429,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Parvarchaeum,Parvarchaeum_tengchongense,GB_GCA_021797085.1,86.64,1.58,acid mine drainage sediment,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,Present
3430,d__Archaea,Nanobdellota,Nanobdellia,Parvarchaeales,Parvarchaeaceae,Rehaiarchaeum,Rehaiarchaeum_fermentans,GB_GCA_025920435.1,77.73,0.74,Hot spring sediment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3431,d__Archaea,Nanobdellota,Nanobdellia,PEZQ01,PEZQ01,JAAOXS01,JAAOXS01_sp018220985,GB_GCA_018220985.1,83.57,0.18,Hydrothermal vent sediments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3432,d__Archaea,Nanobdellota,Nanobdellia,PEZQ01,PEZQ01,PEZQ01,PEZQ01_sp002763265,GB_GCA_002763265.1,99.59,0.71,groundwater,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Present
3433,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,ARS1178,ARS1178,ARS1178_sp002688325,GB_GCA_002688325.1,72.17,2.87,marine water sample,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Present
3434,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,ARS1403,ARS1403,ARS1403_sp002687825,GB_GCA_002687825.1,87.07,0.07,marine water sample,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3435,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,ARS1403,ARS1403,ARS1403_sp002688395,GB_GCA_002688395.1,73.19,0.22,marine water sample,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3436,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,ARS1403,JAGVZL01,JAGVZL01_sp018302505,GB_GCA_018302505.1,85.76,0.71,Rifle well CD01 at 16ft depth; 0.1 micron filter at time point B,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3437,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,ARS1403,JAHJRB01,JAHJRB01_sp018831025,GB_GCA_018831025.1,95.2,2.91,Aspo HRL,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,Present
3438,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,DATDVL01,DATDVL01,DATDVL01_sp035288725,GB_GCA_035288725.1,56.68,0.01,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3439,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,DATDVL01,DATDVL01,DATDVL01_sp035290025,GB_GCA_035290025.1,88.45,0.56,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3440,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,DATDVL01,DATDVR01,DATDVR01_sp035289925,GB_GCA_035289925.1,88.53,1.15,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Absent
3441,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,DATDVX01,DATDVX01,DATDVX01_sp035289885,GB_GCA_035289885.1,88.23,1.07,none,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3442,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GCA-2687185,GCA-2687185,GCA-2687185_sp002687185,GB_GCA_002687185.1,86.65,4.95,marine water sample,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Present
3443,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GCA-2687815,GCA-2687815,GCA-2687815_sp002687815,GB_GCA_002687815.1,87.99,3.81,marine water sample,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3444,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GCA-2688095,GCA-2688095,GCA-2688095_sp002688095,GB_GCA_002688095.1,81.16,0.14,marine water sample,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3445,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GCA-2688095,JACOZQ01,JACOZQ01_sp016181275,GB_GCA_016181275.1,92.76,0.55,groundwater,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Absent
3446,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GCA-2688095,JACPIN01,JACPIN01_sp016188065,GB_GCA_016188065.1,91.29,0.53,groundwater,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3447,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GCA-2688095,JACPIN01,JACPIN01_sp018302705,GB_GCA_018302705.1,97.68,0.3,Rifle well FP-101 under low O2 conditions; 0.1 micron filter,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3448,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GW2011-AR17,BS150m-G60,BS150m-G60_sp016784245,GB_GCA_016784245.1,65.28,1.92,Brackish water; Black Sea St. 307,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3449,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GW2011-AR17,BS150m-G60,BS150m-G60_sp018692925,GB_GCA_018692925.1,100,1.72,hypoxic seawater,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,Present
3450,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GW2011-AR17,GW2011-AR17,GW2011-AR17_sp009691355,GB_GCA_009691355.1,78.31,0.56,freshwater,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3451,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GW2011-AR17,GW2011-AR17,GW2011-AR17_sp016235495,GB_GCA_016235495.1,100,0.38,groundwater,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Present
3452,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GW2011-AR17,GW2011-AR17,GW2011-AR17_sp023245755,GB_GCA_023245755.1,85.16,1.37,groundwater,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,Present
3453,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GW2011-AR17,GW2011-AR17,GW2011-AR17_sp030697685,GB_GCA_030697685.1,92.42,0.85,groundwater,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3454,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GW2011-AR17,GW2011-AR17,GW2011-AR17_sp10136u,GB_GCA_013331795.1,89.67,0.78,groundwater,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Present
3455,d__Archaea,Nanobdellota,Nanobdellia,SCGC-AAA011-G17,GW2011-AR17,J104,J104_sp003694495,GB_GCA_003694495.1,90.42,0.61,iron-rich hot spring,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,Present
