GTDB_id	Uncharcterized	Kef	CPA1	CPA2	NhaA	NhaS5	Uncharacterized_Archaea	Uncharacterized_prokarya	DxK_Pseudomonadota	NxK_Gammaproteobacteriota	Latescibacteriota
GB_GCA_029907305.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_023380615.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_025058835.1	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_937897005.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_032842345.1	0	1	2	1	0	0	0	0	0	0	0
GB_GCA_041609855.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_038883795.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_015522625.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_903832665.1	0	4	0	0	0	0	0	0	0	0	0
GB_GCA_036478655.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021804095.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_003661965.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_027460615.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_021158265.1	1	0	0	2	0	0	0	0	0	0	0
GB_GCA_000416085.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_030669135.1	0	0	3	0	0	0	0	0	0	0	0
GB_GCA_023248455.1	0	2	2	0	0	0	0	0	0	0	0
GB_GCA_040877295.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_041634015.1	0	1	1	2	0	0	0	0	0	0	0
RS_GCF_020405205.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_034660795.1	0	0	0	0	0	0	0	1	0	0	0
GB_GCA_041306075.1	0	2	0	2	0	0	0	0	0	0	0
RS_GCF_029338395.1	0	1	2	0	0	0	0	0	0	0	0
RS_GCF_019263745.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_038848185.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_003601695.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_003164295.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_902787415.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_038128845.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_000725425.1	1	0	0	4	0	0	0	0	0	0	0
GB_GCA_025054855.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_964230915.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_026000775.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_963643255.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_029932645.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_009665115.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_032714475.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_016926295.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_016203445.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_041658255.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_002839705.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_902384455.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_041554135.1	0	0	1	3	0	0	0	0	0	0	0
GB_GCA_035656255.1	0	1	1	0	0	0	0	0	0	0	0
RS_GCF_900103715.1	0	2	1	0	0	0	0	0	0	0	0
GB_GCA_030594585.1	0	1	1	0	0	0	0	0	0	0	0
RS_GCF_000337355.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_031961585.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_035527915.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_017610505.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_009903825.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_003661125.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_020057445.1	0	2	0	0	0	0	0	0	0	0	0
RS_GCF_003439925.1	0	3	2	1	0	0	0	0	0	0	0
GB_GCA_016932315.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_025464325.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_000517625.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_002495055.1	0	3	1	1	0	0	0	0	0	0	0
GB_GCA_003553905.1	0	1	1	0	0	0	0	0	0	0	0
RS_GCF_002287235.1	0	3	1	0	0	0	0	0	0	0	0
RS_GCF_017094465.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_021162845.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_035527875.1	0	1	0	2	0	0	0	0	0	0	0
RS_GCF_963667555.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_005239615.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_945861715.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_029941825.1	0	1	0	2	0	0	0	0	0	0	0
GB_GCA_030043855.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_002688095.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_015660965.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_026414265.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_024654565.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_002779075.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021817165.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_035518995.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_020356005.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_017473945.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_028864975.1	0	0	2	2	0	0	0	0	0	0	0
GB_GCA_004348015.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_020056045.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_041649755.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_041494285.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_029987245.1	0	2	0	1	0	0	0	0	0	0	0
RS_GCF_000302455.1	0	0	4	0	0	0	0	0	0	0	0
GB_GCA_009889685.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_023252335.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_030668875.1	0	0	0	2	0	0	0	1	0	0	0
GB_GCA_009786255.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_000404225.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_963606955.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_902384685.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_031287415.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_014361295.1	0	1	0	2	0	0	0	0	0	0	0
RS_GCF_009617975.1	0	2	0	1	0	0	0	0	0	0	0
RS_GCF_025913575.1	0	1	4	3	0	0	0	0	0	0	0
RS_GCF_023074835.1	0	1	3	1	0	0	0	0	0	0	0
GB_GCA_034660435.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_003564925.1	0	1	2	0	0	0	0	0	0	0	0
GB_GCA_032123335.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_014729015.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_038046725.1	0	1	2	2	0	0	0	0	0	0	0
RS_GCF_963665055.1	0	0	4	0	0	0	0	0	0	0	0
GB_GCA_039793765.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_023255955.1	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_030591125.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_003022725.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_041640035.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_023487205.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_027858295.1	0	1	0	1	0	0	0	0	0	0	0
RS_GCF_013342145.1	0	1	2	1	0	2	0	0	0	0	0
GB_GCA_019323135.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_016213525.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_024494725.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_018302815.1	0	0	1	2	0	0	0	0	0	0	0
GB_GCA_030691555.1	0	0	1	2	0	0	0	0	0	0	0
GB_GCA_038884455.1	0	0	0	4	0	0	0	0	0	0	0
RS_GCF_020515625.1	0	1	2	1	0	0	0	0	0	0	0
RS_GCF_000019605.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_900156425.1	0	1	4	2	0	0	0	0	0	0	0
GB_GCA_038876335.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_017609645.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_021249345.1	0	1	4	0	0	0	0	0	0	0	0
RS_GCF_963674485.1	0	1	1	2	0	1	0	0	0	0	0
GB_GCA_023381415.1	0	0	3	1	0	0	0	0	0	0	0
GB_GCA_002844335.1	0	1	2	0	0	0	0	0	0	0	0
GB_GCA_002763025.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_016181265.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_018335335.1	0	0	1	0	0	0	0	1	0	0	0
GB_GCA_019428815.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_018304585.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_003020965.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_022450005.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_023269295.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_938045815.1	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_041500405.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_963676575.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_025061095.1	0	0	3	0	0	0	0	0	0	0	0
GB_GCA_026014735.1	0	2	1	2	0	0	0	0	0	0	0
GB_GCA_016840855.1	0	0	2	0	2	0	0	1	0	0	0
GB_GCA_021161825.1	1	0	0	1	0	0	0	0	0	0	0
GB_GCA_035253885.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_030699205.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_017883965.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_002498375.1	0	3	0	1	0	0	0	0	0	0	0
GB_GCA_020696385.1	0	1	2	1	0	0	0	0	0	0	0
RS_GCF_024227435.1	0	1	4	1	0	0	0	0	0	0	0
GB_GCA_016932815.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_029864335.1	0	2	2	4	0	0	0	0	0	0	0
GB_GCA_023659975.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_018831025.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_041650315.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_024277205.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_002214585.1	1	0	0	4	0	0	0	0	0	0	0
GB_GCA_949538655.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_020854755.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_021800515.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_035253865.1	0	2	0	2	0	0	0	0	0	0	0
GB_GCA_034522195.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_016212375.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_027491395.1	1	0	0	1	0	0	0	0	0	0	0
GB_GCA_018263355.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_041747305.1	0	2	0	2	0	0	0	0	0	0	0
RS_GCF_036429475.1	0	7	2	0	0	4	0	0	0	0	0
GB_GCA_021819035.1	0	0	3	1	0	0	0	0	0	0	0
GB_GCA_018220955.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_039961795.1	0	2	0	2	0	0	0	0	0	0	0
RS_GCF_024136965.1	0	1	3	2	0	0	0	0	0	0	0
GB_GCA_018304565.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_027318585.1	0	1	2	0	0	0	0	0	0	0	0
GB_GCA_019685555.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_035288785.1	0	2	3	1	0	0	0	0	0	0	0
GB_GCA_038893995.1	0	0	0	0	1	0	0	0	0	0	0
GB_GCA_028275105.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_003558335.1	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_029776065.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_021163805.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_002762845.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_017609795.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021792115.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_011523285.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_038881455.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_034190465.1	0	2	1	3	0	0	0	0	0	0	0
GB_GCA_009903795.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_041554835.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_017608235.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_041651235.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_003555395.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_963676675.1	0	3	0	1	0	0	0	0	0	0	0
GB_GCA_027491415.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_027314465.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_016784125.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_030848575.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_036446055.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_016181005.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_027061945.1	0	0	0	1	0	0	0	1	0	0	0
GB_GCA_037481775.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_028279645.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_013152905.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_021161745.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_018812715.1	0	1	2	1	0	0	0	0	0	0	0
GB_GCA_007116915.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_000337895.1	0	4	1	0	0	1	0	0	0	0	0
GB_GCA_019323525.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_017885605.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_934234005.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_001577775.1	1	0	0	3	0	0	0	0	0	0	0
GB_GCA_038046785.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_011605835.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_021828295.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_002495905.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_018302165.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_905612295.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_027081755.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_023140635.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_029856365.1	0	0	0	0	1	0	0	2	0	0	0
RS_GCF_013456555.2	0	1	3	1	0	0	0	0	0	0	0
GB_GCA_021812185.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_014646875.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_018303205.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_013154005.1	1	0	1	2	0	0	0	0	0	0	0
RS_GCF_003862495.1	0	1	2	1	0	1	0	0	0	0	0
GB_GCA_002687825.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_024138125.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_019322435.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_002687935.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_002686315.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021827405.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_016841265.1	0	3	1	1	0	0	0	0	0	0	0
GB_GCA_905203995.1	0	2	1	0	0	0	0	0	0	0	0
GB_GCA_035291345.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_023248035.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_041640095.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_035252175.1	0	2	0	2	0	0	0	0	0	0	0
GB_GCA_041395005.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_041623015.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_938030895.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_030636885.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_035269225.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_030739585.1	0	0	2	0	0	0	0	0	0	0	0
RS_GCF_040878665.1	0	3	1	2	0	0	0	0	0	0	0
GB_GCA_018657845.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_013390785.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_001886955.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_038817835.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_021813435.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_036794525.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_035508815.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_001774245.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_003649205.1	0	0	0	3	0	0	0	0	0	0	0
GB_GCA_038892955.1	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_041305005.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_015520895.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_009392895.1	0	1	3	1	0	1	0	0	0	0	0
RS_GCF_001315945.1	0	1	2	0	0	0	0	0	0	0	0
RS_GCF_013407275.1	0	2	0	1	0	0	0	0	0	0	0
RS_GCF_026684035.1	0	1	2	2	0	0	0	0	0	0	0
GB_GCA_038870975.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_027063845.1	1	0	0	4	0	0	0	0	0	0	0
GB_GCA_018396675.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_000337335.1	0	1	2	0	0	0	0	0	0	0	0
GB_GCA_038888615.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_029882335.1	0	0	0	3	0	0	0	1	0	0	0
GB_GCA_028678905.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_002762795.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_007117065.1	0	2	1	0	0	0	0	0	0	0	0
GB_GCA_003557905.1	0	0	0	3	0	0	0	0	0	0	0
GB_GCA_021163065.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_003153895.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_037914945.1	0	1	2	1	0	1	0	0	0	0	0
GB_GCA_937906345.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_023028345.1	0	0	2	0	0	0	0	0	0	0	0
GB_GCA_034520565.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_013329575.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_035271165.1	0	1	0	2	0	0	0	0	0	0	0
GB_GCA_019429165.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_015523605.1	1	0	1	0	0	0	0	1	0	0	0
GB_GCA_005888675.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_013415565.1	0	2	0	1	0	0	0	0	0	0	0
RS_GCF_000328665.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_012961645.1	0	1	0	1	0	0	0	0	0	0	0
RS_GCF_032714515.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_001587595.1	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686855.1	0	2	1	0	0	0	0	0	0	0	0
GB_GCA_002499185.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_015661855.1	1	0	0	1	0	0	0	0	0	0	0
GB_GCA_004377185.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_021108405.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_023396365.1	0	1	0	1	0	0	0	0	0	0	0
RS_GCF_030682845.1	0	0	1	0	0	2	0	0	0	0	0
GB_GCA_002498125.1	1	3	1	0	0	0	0	0	0	0	0
GB_GCA_038895375.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_038728585.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_018901655.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_002067035.1	0	3	1	2	0	0	0	0	0	0	0
RS_GCF_023702065.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_023139785.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_020352645.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_030040865.1	0	1	0	2	0	0	0	0	0	0	0
GB_GCA_035289845.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_038731605.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_030836605.1	0	0	1	3	0	0	0	0	0	0	0
RS_GCF_034808145.1	0	1	3	0	0	0	0	0	0	0	0
GB_GCA_038889075.1	1	0	0	0	0	0	1	0	0	0	0
GB_GCA_902384585.1	0	2	1	1	0	0	0	0	0	0	0
GB_GCA_029259415.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_021817255.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_019704315.1	0	0	0	2	0	0	1	0	0	0	0
GB_GCA_027064745.1	1	0	0	2	0	0	0	0	0	0	0
GB_GCA_903832205.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_003141855.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_018221105.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_015521605.1	1	0	1	3	0	0	0	0	0	0	0
GB_GCA_003663115.1	0	1	2	1	0	0	0	0	0	0	0
GB_GCA_035289005.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_014523665.1	0	2	0	3	0	0	0	0	0	0	0
RS_GCF_946184425.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_036558405.1	0	3	1	3	0	0	0	0	0	0	0
GB_GCA_039091535.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_038867615.1	0	0	0	0	0	0	1	0	0	0	0
GB_GCA_002504725.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_016839445.1	0	0	1	0	1	0	0	1	0	0	0
GB_GCA_020717885.1	0	2	0	0	0	0	0	0	0	0	0
GB_GCA_030539515.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_040514295.1	0	0	0	3	0	0	0	0	0	0	0
GB_GCA_030637925.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_025464645.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_023622545.1	2	0	0	0	0	0	0	0	0	0	0
GB_GCA_028580875.1	0	0	4	0	0	0	0	0	0	0	0
GB_GCA_016432325.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_001595785.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_041657425.1	0	2	1	0	0	0	0	0	0	0	0
GB_GCA_013331925.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_903819595.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_014237145.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_024280975.1	0	4	0	0	0	0	0	0	0	0	0
RS_GCF_012027555.1	1	0	0	4	0	0	0	0	0	0	0
GB_GCA_028866715.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_018817005.1	0	2	1	0	0	0	0	0	0	0	0
GB_GCA_002688775.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_021107635.1	0	0	0	4	0	0	0	0	0	0	0
GB_GCA_021736975.1	0	3	1	1	0	0	0	0	0	0	0
GB_GCA_021817565.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_038874075.1	0	0	0	2	0	0	0	0	0	0	0
GB_GCA_035283405.1	0	1	1	2	0	0	0	0	0	0	0
GB_GCA_002495625.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_003841505.1	0	6	1	0	0	2	0	0	0	0	0
GB_GCA_019323355.1	0	1	1	1	0	0	0	0	0	0	0
GB_GCA_028690725.1	0	0	1	0	0	0	0	0	0	0	0
RS_GCF_004785955.1	0	1	3	0	0	0	0	0	0	0	0
RS_GCF_900083515.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_001639265.1	0	0	1	0	0	0	0	0	0	0	0
GB_GCA_021812145.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_016207475.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_030631975.1	0	3	0	0	0	0	0	0	0	0	0
GB_GCA_021161995.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_022768985.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_017883615.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_003841485.1	0	4	0	0	0	2	0	0	0	0	0
GB_GCA_021162185.1	0	1	1	1	0	0	0	0	0	0	0
RS_GCF_009729035.1	0	0	0	3	0	0	1	0	0	0	0
GB_GCA_030604085.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_022865265.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_021802105.1	0	0	2	1	0	0	0	0	0	0	0
RS_GCF_017874455.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_016198605.1	0	0	1	2	0	0	0	0	0	0	0
GB_GCA_959597175.1	0	1	0	1	0	0	0	0	0	0	0
RS_GCF_003369835.1	0	1	3	0	0	0	0	0	0	0	0
GB_GCA_030592525.1	0	0	1	3	0	0	0	0	0	0	0
RS_GCF_000265525.1	1	0	2	3	0	0	0	0	0	0	0
GB_GCA_012838205.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_000965745.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_027314915.1	0	0	1	1	0	0	0	0	0	0	0
RS_GCF_024228315.1	0	2	2	5	0	0	0	0	0	0	0
GB_GCA_032834875.1	0	0	0	2	0	0	2	0	0	0	0
GB_GCA_035502475.1	0	0	1	3	0	0	0	0	0	0	0
GB_GCA_028713895.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_023638035.1	0	2	1	0	0	2	0	0	0	0	0
GB_GCA_009649835.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_027297425.1	0	0	0	1	0	0	0	0	0	0	0
RS_GCF_003697815.1	0	1	2	0	0	1	0	0	0	0	0
GB_GCA_021158055.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_021831005.1	0	0	2	1	0	0	0	0	0	0	0
GB_GCA_038886595.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_017609465.1	0	1	0	0	0	0	0	0	0	0	0
GB_GCA_026015185.1	0	0	0	3	0	0	0	0	0	0	0
GB_GCA_004297665.1	0	1	0	0	0	0	0	0	0	0	0
RS_GCF_000711215.1	0	2	0	1	0	0	0	0	0	0	0
GB_GCA_905612485.1	0	1	0	1	0	0	0	0	0	0	0
GB_GCA_029856635.1	0	0	0	2	0	0	0	0	0	0	0
RS_GCF_000009965.1	1	0	0	4	0	0	0	0	0	0	0
GB_GCA_019057375.1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_021806235.1	0	0	1	1	0	0	0	0	0	0	0
GB_GCA_021827995.1	0	0	2	1	0	0	0	0	0	0	0
RS_GCF_900113615.1	0	1	1	0	0	0	0	0	0	0	0
RS_GCF_000337515.1	0	1	2	2	0	0	0	0	0	0	0
GB_GCA_030616665.1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_028867735.1	0	0	2	0	0	0	0	0	0	0	0
