Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925	Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925
Arc226_2257564_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAQTMY01;s__JAQTMY01_sp028714095	Arc226_1853039_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAQTMY01;s__JAQTMY01_sp028713535
Arc226_12249421_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12_sp8695u	Arc226_12249421_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12_sp8695u
Arc226_12250159_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12_sp8695u	Arc226_12250159_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12_sp8695u
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_11616573_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus_rubicundus
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_3179234_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__XH8;s__XH8_sp030734185
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_10104061_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula_rubra
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_7182713_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__QS-5-68-33;s__QS-5-68-33_sp036626395
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_7185303_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus_sp003021045
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_9080812_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirubellus;s__Salinirubellus_sp041642135
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_5257508_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_sp037031225
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_6448705_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirubellus;s__Salinirubellus_sp037335815
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_7648958_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirubellus;s__Salinirubellus_sp036625905
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_9929676_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus_aerogenes
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_7040247_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloglomus;s__Haloglomus_halophilum
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_5823964_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloglomus;s__Haloglomus_salinum
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_1234886_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__JARUKX01;s__JARUKX01_sp029688825
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_11574738_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_regularis
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_3070945_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_sp001989615
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_1605674_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_pallida
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_3406151_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_persica
Arc226_12258487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_9865416_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula_pelagica
Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina
Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_9574219_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_litorea
Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_5256994_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_sp037031225
Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_313317_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_sp028275115
Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_11575528_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_regularis
Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_3070310_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_sp001989615
Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_8265438_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_salina
Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_1608456_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_pallida
Arc226_12261284_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_marina	Arc226_3409865_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_persica
Arc226_12264822_tax:d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__DAOVSA01;g__DAOVSA01;s__DAOVSA01_sp030633635	Arc226_12264822_tax:d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__DAOVSA01;g__DAOVSA01;s__DAOVSA01_sp030633635
Arc226_12267555_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__CAIKOA01;s__CAIKOA01_sp016932815	Arc226_12267555_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__CAIKOA01;s__CAIKOA01_sp016932815
Arc226_12268425_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__CAIKOA01;s__CAIKOA01_sp016932815	Arc226_12268425_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__CAIKOA01;s__CAIKOA01_sp016932815
Arc226_12268620_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__CAIKOA01;s__CAIKOA01_sp016932815	Arc226_12268620_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__CAIKOA01;s__CAIKOA01_sp016932815
Arc226_12284132_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAIFVW01;s__JAIFVW01_sp019662115	Arc226_12284132_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAIFVW01;s__JAIFVW01_sp019662115
Arc226_12284132_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAIFVW01;s__JAIFVW01_sp019662115	Arc226_6353394_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAIFVW01;s__JAIFVW01_sp019659125
Arc226_12289301_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183_sp027322035	Arc226_12289301_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183_sp027322035
Arc226_12289587_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183_sp027322035	Arc226_12289587_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183_sp027322035
Arc226_12290329_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183_sp027322035	Arc226_12290329_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183_sp027322035
Arc226_12292122_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAFGPW01;g__JAFGPW01;s__JAFGPW01_sp016935985	Arc226_12292122_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAFGPW01;g__JAFGPW01;s__JAFGPW01_sp016935985
Arc226_12292604_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAFGPW01;g__JAFGPW01;s__JAFGPW01_sp016935985	Arc226_12292604_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAFGPW01;g__JAFGPW01;s__JAFGPW01_sp016935985
Arc226_12292929_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAFGPW01;g__JAFGPW01;s__JAFGPW01_sp016935985	Arc226_12292929_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAFGPW01;g__JAFGPW01;s__JAFGPW01_sp016935985
Arc226_12293099_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAFGPW01;g__JAFGPW01;s__JAFGPW01_sp016935985	Arc226_12293099_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAFGPW01;g__JAFGPW01;s__JAFGPW01_sp016935985
Arc226_12294470_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus;s__Ignicoccus_islandicus	Arc226_12294470_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus;s__Ignicoccus_islandicus
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_11620330_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp037441265
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_6274870_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp039938615
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_8215758_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp013114715
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_2810669_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp037447015
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_10400411_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp013388945
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_5200257_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036373855
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_11496412_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_evergladensis
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_1292385_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp946478925
Arc226_12301790_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_sp036397675	Arc226_11826566_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera_viennensis
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_12450567_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENH01;s__QENH01_sp003336485
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_1055854_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp030668065
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_7115835_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QMVO01;s__QMVO01_sp025966525
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_1338824_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp034722635
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_12647886_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013374505
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_3505560_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp029241965
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_6269140_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__JACGMN01;s__JACGMN01_sp030611585
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_3890489_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__JACGMN01;s__JACGMN01_sp030665925
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_6270919_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__JACGMN01;s__JACGMN01_sp030611585
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_1342_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QEXZ01;s__QEXZ01_sp021161765
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_170390_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENH01;s__QENH01_sp034660415
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_254243_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__WJOV01;s__WJOV01_sp016782355
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_302744_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QEXZ01;s__QEXZ01_sp030612405
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_5547474_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENH01;s__QENH01_sp013139985
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_9877472_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QEXZ01;s__QEXZ01_sp003160755
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_6902495_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QEXZ01;s__QEXZ01_sp034660015
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_1474692_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__JAGXOS01;s__JAGXOS01_sp023131215
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_647136_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QEXZ01;s__QEXZ01_sp030621535
Arc226_12306959_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01_sp013180585	Arc226_12777536_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QEXZ01;s__QEXZ01_sp013180605
Arc226_12308656_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__1-14-0-10-34-76;s__1-14-0-10-34-76_sp020724955	Arc226_12308656_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__1-14-0-10-34-76;s__1-14-0-10-34-76_sp020724955
Arc226_12308656_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__1-14-0-10-34-76;s__1-14-0-10-34-76_sp020724955	Arc226_6134700_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__1-14-0-10-34-76;s__1-14-0-10-34-76_sp002763075
Arc226_12312566_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens_sp003104905	Arc226_12312566_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens_sp003104905
Arc226_12312566_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens_sp003104905	Arc226_9546255_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens_sp026552955
Arc226_12314741_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WAQK01;g__JALWQH01;s__JALWQH01_sp027083135	Arc226_12314741_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WAQK01;g__JALWQH01;s__JALWQH01_sp027083135
