GTDB_id	GTDB_tax	Completeness	Contamination	Sample	CPA_count	CPA_binary	NhaB_count	NhaB_binary	NhaC_count	NhaC_binary	NhaD_count	NhaD_binary
GB_GCA_018829425.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__ASMP01;s__ASMP01_sp018829425	77.72	0.51	Aspo HRL	1	1	0	0	0	0	0	0
GB_GCA_030636885.1	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp030636885	75.96	1.05	cold seep	2	1	0	0	0	0	0	0
GB_GCA_030611585.1	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__JACGMN01;s__JACGMN01_sp030611585	89.96	0.45	cold seep	4	1	0	0	0	0	0	0
GB_GCA_025937665.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21_sp025937665	92.08	1.99	fetilized topsoil	4	1	0	0	0	0	0	0
GB_GCA_016932675.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus_sp016932675	94.06	0.02	Freshwater Sediment	4	1	0	0	0	0	0	0
GB_GCA_002254805.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__UBA284;g__EX4484-31;s__EX4484-31_sp002254805	59.06	0.27	deep-sea hydrothermal vent sediments from dive 4484	2	1	0	0	0	0	0	0
GB_GCA_018238825.1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1_sp018238825	87.78	3.9	cold seep	2	1	0	0	0	0	2	1
GB_GCA_038883655.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JAVZLQ01;s__JAVZLQ01_sp038883655	93.25	6.51	none	1	1	0	0	0	0	0	0
GB_GCA_038825025.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR15;g__JAAXVZ01;s__JAAXVZ01_sp038825025	71.71	1.04	none	3	1	0	0	0	0	1	1
GB_GCA_963637225.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola_sp963637225	85.26	0.14	none	2	1	0	0	0	0	1	1
GB_GCA_021811925.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Sysuiplasmatales;f__Sysuiplasmataceae;g__JAJZXY01;s__JAJZXY01_sp021811925	85.47	0.82	acid mine drainage sediment	4	1	0	0	0	0	1	1
GB_GCA_025451315.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177_sp025451315	92.77	3.96	agricultural soil; 12C-CH4 incubated pH 4.5 or pH 7.5; selected DNA (low %GC) through ClCs fractionation	1	1	0	0	0	0	2	1
GB_GCA_016184315.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACQRY01;g__JACQRY01;s__JACQRY01_sp016184315	91.92	2.24	groundwater	3	1	0	0	0	0	1	1
GB_GCA_021826765.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma_sp021826765	72.83	0.04	acid mine drainage sediment	2	1	0	0	0	0	1	1
GB_GCA_027068385.1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__JAMOTR01;g__JAMOTR01;s__JAMOTR01_sp027068385	77.75	0.09	marine hydrothermal vent	0	0	0	0	0	0	1	1
RS_GCF_000196895.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__Halalkalicoccus;s__Halalkalicoccus_jeotgali	98.58	0.2	none	5	1	0	0	3	1	2	1
GB_GCA_041305085.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA9642;g__SURF-58;s__SURF-58_sp041305085	97.14	2.91	none	4	1	0	0	0	0	0	0
GB_GCA_018052825.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix_sp018052825	94.13	0.01	wastewater	1	1	0	0	0	0	1	1
GB_GCA_015521945.1	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__JAADFH01;s__JAADFH01_sp015521945	91.41	0.59	deep-sea hydrothermal deposit	2	1	0	0	0	0	1	1
GB_GCA_017601225.1	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01_sp017601225	89.73	2.77	hot spring sediment	1	1	0	0	0	0	0	0
GB_GCA_038851035.1	d__Archaea;p__Thermoplasmatota;c__DTKX01;o__VGTL01;f__VGTL01;g__JAWCLH01;s__JAWCLH01_sp038851035	99.04	1.09	none	4	1	0	0	0	0	3	1
GB_GCA_035557795.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12_sp035557795	90.96	3.19	none	3	1	0	0	0	0	1	1
GB_GCA_027886885.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369_sp027886885	73.34	4.27	acidic soil	2	1	0	0	0	0	0	0
GB_GCA_021796895.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Sysuiplasmatales;f__Sysuiplasmataceae;g__Sysuiplasma;s__Sysuiplasma_sp021796895	78.8	4.25	acid mine drainage sediment	4	1	0	0	0	0	1	1
GB_GCA_015522635.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Tiamatella;s__Tiamatella_incendiivivens	95.76	1.67	deep-sea hydrothermal deposit	1	1	0	0	0	0	2	1
GB_GCA_003021785.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosegnis;s__Halosegnis_sp003021785	90.58	0.82	salt crust	1	1	0	0	0	0	1	1
RS_GCF_002214465.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus_barossii	99.97	0.03	flange fragments	7	1	0	0	1	1	2	1
GB_GCA_026988525.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAPX01;s__WAPX01_sp026988525	99.8	0.07	marine hydrothermal vent	0	0	0	0	0	0	1	1
GB_GCA_023144075.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__RBG-13-38-9;g__RBG-13-38-9;s__RBG-13-38-9_sp023144075	77.07	0.39	deep sea sediment	0	0	0	0	0	0	0	0
GB_GCA_035636595.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__RBG-16-68-12;s__RBG-16-68-12_sp035636595	94.32	3.69	none	3	1	0	0	0	0	1	1
GB_GCA_003555395.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Halarchaeoplasmatales;f__Halarchaeoplasmataceae;g__Natronoplasma;s__Natronoplasma_sp003555395	94.39	3.38	hypersaline soda lake sediment	1	1	0	0	0	0	2	1
GB_GCA_038895635.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAWAMY01;s__JAWAMY01_sp038895635	63.76	2.64	none	1	1	0	0	0	0	0	0
GB_GCA_021158375.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__QMSL01;f__B3-G16;g__B3-G16;s__B3-G16_sp021158375	69.5	0.68	marine hydrothermal sediment	4	1	0	0	0	0	1	1
RS_GCF_028890305.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera_massiliense	99.88	0.23	healthy human feces sample	2	1	0	0	0	0	0	0
GB_GCA_038046365.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAGWAF01;g__JBBSWF01;s__JBBSWF01_sp038046365	86.1	2.86	none	2	1	0	0	0	0	0	0
GB_GCA_028678965.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCM01;s__JAJRCM01_sp028678965	77.75	1.72	freshwater wetland soil	3	1	0	0	0	0	1	1
GB_GCA_002699425.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K2;s__MGIIa-K2_sp002699425	87.72	0.1	marine water sample	1	1	0	0	0	0	1	1
GB_GCA_014238095.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SCSR01;g__JABABT01;s__JABABT01_sp014238095	92.94	0.4	pooled samples from sponge host and sea water	0	0	0	0	0	0	0	0
RS_GCF_001989615.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis_sp001989615	99.99	0.48	saltern	5	1	0	0	2	1	2	1
GB_GCA_017459665.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella_sp017459665	81.23	1.2	ruminant gastrointestinal tract	0	0	0	0	1	1	1	1
GB_GCA_009697485.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum_sp009697485	61.16	0.47	freshwater	0	0	0	0	0	0	1	1
GB_GCA_038825875.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAWBMQ01;g__JAWBMQ01;s__JAWBMQ01_sp038825875	99.27	0.33	none	1	1	0	0	0	0	0	0
GB_GCA_015661555.1	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus_okinawensis_B	99.8	1.34	Mid-Cayman Rise Vent Fluids	2	1	0	0	0	0	0	0
GB_GCA_028866905.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAGWHI01;s__JAGWHI01_sp028866905	90.38	0	rare earth elements-acid mine drainage (REEs-AMD) contaminated river water	1	1	0	0	0	0	1	1
GB_GCA_027619455.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus_sp001510295	98.18	0.01	Caspian sea 50 m depth	3	1	0	0	0	0	0	0
GB_GCA_002495225.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA288;s__UBA288_sp002495225	74.76	1.23	waste water	2	1	0	0	0	0	3	1
GB_GCA_027315165.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184_sp027315165	94.45	2.02	soil	3	1	0	0	0	0	1	1
GB_GCA_014730115.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum_sp014730115	83.39	0.19	microbial mat from hypersaline water environment	3	1	0	0	0	0	0	0
GB_GCA_963667665.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp963667665	99.97	1.27	none	2	1	0	0	0	0	1	1
GB_GCA_035501555.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184_sp035501555	93.77	1.98	none	1	1	0	0	0	0	1	1
GB_GCA_029258915.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__EX4484-217-1;s__EX4484-217-1_sp029258915	99.66	0.75	hydrothermal vent sediment; anoxic hexadecane-degrading enrichment at 70 degrees Celsius	2	1	0	0	1	1	0	0
RS_GCF_021023085.1	d__Archaea;p__Halobacteriota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanooceanicella;s__Methanooceanicella_nereidis	100	1.92	marine sediment	6	1	0	0	0	0	1	1
GB_GCA_022710665.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula_sp022710665	64.25	0.91	anaerobic digester sludge	2	1	0	0	0	0	1	1
GB_GCA_035289845.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__DATDWB01;s__DATDWB01_sp035289845	91.87	0.06	none	2	1	0	0	0	0	0	0
GB_GCA_016932935.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__Sigynarchaeaceae;g__Sigynarchaeum;s__Sigynarchaeum_sp016932935	81.9	4.69	Freshwater Sediment	0	0	0	0	0	0	5	1
GB_GCA_036160375.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia_sp036160375	78.84	3.82	none	0	0	0	0	0	0	1	1
GB_GCA_016177615.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__GCA-2688775_sp016177615	99.08	3.63	groundwater	2	1	0	0	0	0	0	0
GB_GCA_024720975.1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum_symbiosum	81.31	1.88	hot spring sediment	0	0	0	0	0	0	2	1
GB_GCA_023261345.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__JAHFOI01;s__JAHFOI01_sp023261345	76.55	0.23	groundwater	0	0	0	0	0	0	0	0
RS_GCF_030055435.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter_sp030055435	99.73	0.04	Hot spring sediment	2	1	0	0	0	0	1	1
GB_GCA_003020925.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula_sp003020925	80.19	0.03	salt crust	2	1	0	0	0	0	0	0
GB_GCA_018831025.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__ARS1403;g__JAHJRB01;s__JAHJRB01_sp018831025	95.2	2.91	Aspo HRL	2	1	0	0	0	0	0	0
GB_GCA_902385625.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__CABMGE01;s__CABMGE01_sp902385625	88.09	2.53	water	1	1	0	0	0	0	1	1
GB_GCA_023254355.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia_sp023254355	82.23	0.5	estuarine open water surface layer	0	0	0	0	0	0	1	1
GB_GCA_028279755.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA525;g__UBA153;s__UBA153_sp028279755	93.73	0.69	Coral skeleton	2	1	0	0	0	0	0	0
GB_GCA_027056155.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__JAADDK01_sp027056155	70.32	0.54	marine hydrothermal vent	1	1	0	0	0	0	2	1
GB_GCA_013329355.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1_sp9354u	71.81	0.32	marine	0	0	0	0	0	0	0	0
GB_GCA_035559735.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis_sp035559735	56.62	0.15	none	1	1	0	0	0	0	0	0
GB_GCA_026396285.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__JAPLXB01;g__JAPLXB01;s__JAPLXB01_sp026396285	91.35	0.73	lake sediment	2	1	0	0	0	0	0	0
RS_GCF_040878665.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp040878665	99.31	1.61	none	6	1	0	0	0	0	1	1
GB_GCA_905182635.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1_sp905182635	66.54	0.85	sea water	0	0	0	0	0	0	0	0
GB_GCA_032249235.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Gearchaeales;f__Gearchaeaceae;g__DSFO01;s__DSFO01_sp032249235	91.05	1.17	none	2	1	0	0	0	0	1	1
GB_GCA_030018135.1	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__JASEGJ01;s__JASEGJ01_sp030018135	92.94	0.72	groundwater	2	1	0	0	0	0	0	0
GB_GCA_009784175.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__Bathycorpusculum;s__Bathycorpusculum_terrae	82.66	0.83	P3 gut compartment	0	0	0	0	0	0	0	0
GB_GCA_041599855.1	d__Archaea;p__Thermoplasmatota;c__SW-10-69-26;o__JACQPN01;f__JAJPHT01;g__JBFILE01;s__JBFILE01_sp041599855	100	3.72	none	5	1	0	0	0	0	1	1
GB_GCA_003694805.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__J110;g__J110;s__J110_sp003694805	96.2	1.81	iron-rich hot spring	4	1	0	0	0	0	0	0
GB_GCA_014894395.1	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__SM1-50_sp014894395	92.66	0.67	ancient permafrost soil	3	1	0	0	0	0	1	1
GB_GCA_021809545.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01_sp021809545	98.98	0.03	acid mine drainage sediment	3	1	0	0	0	0	1	1
GB_GCA_007128515.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__SKXI01;s__SKXI01_sp007128515	61.57	0.24	hypersaline soda lake sediment	3	1	0	0	1	1	1	1
RS_GCF_000299395.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sediminis	99.56	0.12	none	5	1	0	0	0	0	0	0
GB_GCA_035289145.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__UBA489;g__JACOVP01;s__JACOVP01_sp035289145	82.96	0.97	none	1	1	0	0	0	0	0	0
GB_GCA_034658995.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_D;s__Methanogaster_D_sp034658995	75.5	0.73	none	4	1	0	0	0	0	0	0
GB_GCA_038861545.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__CALHPJ01;s__CALHPJ01_sp038861545	92.01	0.21	none	0	0	0	0	0	0	2	1
GB_GCA_012523385.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanogenium;s__Methanogenium_sp012523385	82.39	1.48	anaerobic digestion of organic wastes under variable temperature conditions and feedstocks	2	1	0	0	0	0	2	1
RS_GCF_002506515.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga_sp002506515	98.84	0.12	water	3	1	0	0	0	0	1	1
GB_GCA_016212395.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__JACRGF01;f__JACRGF01;g__JACRGF01;s__JACRGF01_sp016212395	89.31	0.02	groundwater	3	1	0	0	0	0	0	0
GB_GCA_937873375.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JADGNF01;s__JADGNF01_sp937873375	95.98	0.49	freshwater metagenome	1	1	0	0	0	0	0	0
RS_GCF_035390745.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina_sp035390745	99.88	0.01	none	5	1	0	0	0	0	1	1
GB_GCA_002255025.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135;s__EX4484-135_sp002255025	75.76	0.39	deep-sea hydrothermal vent sediments from dive 4484	0	0	0	0	0	0	3	1
GB_GCA_038832005.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum_sp038832005	90.32	0.41	none	0	0	0	0	0	0	1	1
GB_GCA_021791245.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJYWY01;s__JAJYWY01_sp021791245	92.55	0.04	acid mine drainage sediment	0	0	0	0	0	0	1	1
GB_GCA_009783635.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus_sp009783635	66.83	0	P3 gut compartment	1	1	0	0	0	0	0	0
GB_GCA_022865705.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__JALHTG01;g__JALHTG01;s__JALHTG01_sp022865705	91.57	6.34	Polar Fox Lagoon sediment taken using 3m corer (60 mm diameter)	0	0	0	0	0	0	0	0
GB_GCA_016212465.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__JACRGE01;g__JACRGE01;s__JACRGE01_sp016212465	90.97	1.93	groundwater	4	1	0	0	0	0	0	0
GB_GCA_022565935.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp022565935	77.52	1.35	Mariana trench surficial sediment	1	1	0	0	0	0	0	0
GB_GCA_033580815.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum_sp033580815	76.56	0.71	none	0	0	0	0	0	0	1	1
RS_GCF_000337135.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrialba;s__Natrialba_chahannaoensis	96.76	1.19	none	10	1	0	0	4	1	0	0
GB_GCA_002506605.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164_sp002506605	68.34	0.82	water	3	1	0	0	0	0	0	0
RS_GCF_027066465.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus_sp027066465	91.99	4.67	marine hydrothermal vent	4	1	0	0	1	1	1	1
GB_GCA_021296175.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp021296175	91.5	0.27	coastal seawater	4	1	0	0	0	0	0	0
GB_GCA_902384555.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__CAIXYX01;s__CAIXYX01_sp902384555	91.97	0.58	water	4	1	0	0	0	0	0	0
GB_GCA_034521675.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosegnis;s__Halosegnis_sp034521675	87.21	0.7	none	2	1	0	0	0	0	1	1
GB_GCA_026990885.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__WANO01;s__WANO01_sp026990885	76.91	1.25	marine hydrothermal vent	2	1	0	0	0	0	1	1
GB_GCA_035532555.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184_sp035532555	95.97	0.8	none	2	1	0	0	0	0	2	1
GB_GCA_000508305.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus_acidocaldarius_A	100	0.14	mud sample collected next to a hot spring at the Los Azufres geothermal field	2	1	0	0	0	0	2	1
GB_GCA_008974855.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__CSP1-1;s__CSP1-1_sp008974855	68.88	2.01	ferromanganese crust	3	1	0	0	0	0	0	0
GB_GCA_001856825.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825_sp001856825	93.23	0.51	isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body	4	1	0	0	0	0	1	1
GB_GCA_018221175.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__BM511;g__JAAOYE01;s__JAAOYE01_sp018221175	91.18	0.08	Hydrothermal vent sediments	3	1	0	0	0	0	0	0
GB_GCA_016214025.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JACRPH01;s__JACRPH01_sp016214025	97.18	2.42	groundwater	0	0	0	0	0	0	0	0
GB_GCA_002497895.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1_sp002497895	76.07	0.43	saline water (ENVO:00002010); including plankton (ENVO:xxxxxxxx)	0	0	0	0	0	0	0	0
GB_GCA_017555685.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum_sp017555685	70.75	0.9	ruminant gastrointestinal tract	2	1	0	0	2	1	1	1
RS_GCF_000016125.1	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus_maripaludis_D	99.85	0.2	none	5	1	0	0	1	1	1	1
GB_GCA_035289905.1	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__GW2011-AR18;g__DATDVT01;s__DATDVT01_sp035289905	88.42	0.94	none	1	1	0	0	0	0	0	0
RS_GCF_001639295.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanoflexus;s__Methanoflexus_curvatus	94.89	0	hindguts	2	1	0	0	0	0	0	0
