KEGG_ko	arc_domain_prop	bac_domain_prop	Gene	Map	Pathway	alignment_length	highest_COG_cat	difference_1st_and_2nd	categories	COG_freq	COG_cat	archaea	bacteria	alternative_COGs	COG_perc	COG	COG_NAME	COG_TAG	sequences	Arc_prop	Bac_prop	constrained_median	ML_median	MEAN_OF_MEDIANS	RANGE_OF_MEDIANS	Probable_and_sampling_threshold_met	Possible_and_sampling_threshold_met	Probable	Possible
K06045	0.0314285714285714	0.150997150997151	shc; squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]	path:map00909,path:map01110	Sesquiterpenoid and triterpenoid biosynthesis,Biosynthesis of secondary metabolites	107.0	82.0	76.0	3.0	0.921348314606742	I	11.0	78.0	4.0	0.932584269662921	COG1657	Terpene_cyclase_SqhC	SqhC	89.0	0.1235955056179775	0.8764044943820225	0.0102092300028529	0.285539930950869	0.1478745804768609	0.2753307009480161	0	0	0	0
K06046	0.0028571428571428	0.0142450142450142	luxE; long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19]	path:map02020,path:map02024	Two-component system,Quorum sensing	332.0	6.0	0.0	1.0	1.0	H	1.0	5.0	1.0	1.0	COG1541	Phenylacetate-coenzyme_A_ligase_PaaK,_adenylate-forming_domain_family	PaaK	6.0	0.1666666666666666	0.8333333333333334	0.12673980339996	0.276986306754488	0.201863055077224	0.150246503354528	0	0	0	0
K06048	0.1542857142857142	0.2279202279202279	gshA, ybdK; glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	path:map00480,path:map01100	Glutathione metabolism,Metabolic pathways	151.0	88.0	3.0	4.0	0.49438202247191	S	54.0	124.0	4.0	0.887640449438202	COG2170	Gamma-glutamyl:cysteine_ligase_YbdK,_ATP-grasp_superfamily	YbdK	178.0	0.3033707865168539	0.6966292134831461	0.0009757664005116	0.142143021481328	0.0715593939409198	0.1411672550808164	0	0	0	0
K06049	0.0	0.0313390313390313	bchO; magnesium chelatase accessory protein			282.0	12.0	0.0	1.0	1.0	I	0.0	12.0	1.0	1.0	COG2267	Lysophospholipase,_alpha-beta_hydrolase_superfamily	PldB	12.0	0.0	1.0	0.0167009605865179	0.0530078965365558	0.0348544285615368	0.0363069359500378	0	0	0	0
K06072	0.0685714285714285	0.0	DOHH; deoxyhypusine monooxygenase [EC:1.14.99.29]			145.0	25.0	24.0	2.0	0.961538461538462	C	26.0	0.0	2.0	0.576923076923077	arCOG04006			26.0	1.0	0.0	1.38968714563187e-06	4.29274352520673e-12	6.948457191876976e-07	1.3896828528883447e-06	0	0	0	0
K06073	0.0	0.017094017094017	btuC; vitamin B12 transport system permease protein	path:map02010	ABC transporters	301.0	4.0	3.0	3.0	0.666666666666667	P	0.0	6.0	2.0	0.666666666666667	COG0609	ABC-type_Fe3+-siderophore_transport_system,_permease_component	FepD	6.0	0.0	1.0	0.0709863636669251	0.153183302220242	0.1120848329435835	0.0821969385533169	0	0	0	0
K06074	0.0	0.0113960113960113	btuD; vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]	path:map02010	ABC transporters	231.0	4.0	0.0	1.0	1.0	P	0.0	4.0	2.0	0.5	COG4138	ABC-type_cobalamin_transport_system,_ATPase_component_BtuD	BtuD	4.0	0.0	1.0	5.7192762928638e-07	2.74517819867792e-05	1.401185480803279e-05	2.6879854357492818e-05	0	0	0	0
K06075	0.0057142857142857	0.1282051282051282	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin			70.0	64.0	0.0	1.0	1.0	K	2.0	62.0	1.0	1.0	COG1846	DNA-binding_transcriptional_regulator,_MarR_family	MarR	64.0	0.03125	0.96875	0.0082976828096193	0.0360905433069229	0.022194113058271	0.0277928604973036	0	0	0	0
K06076	0.0	0.3276353276353276	fadL; long-chain fatty acid transport protein			78.0	152.0	151.0	2.0	0.993464052287582	I	0.0	153.0	1.0	1.0	COG2067	Long-chain_fatty_acid_transport_protein	FadL	153.0	0.0	1.0	0.0017702826208059	0.230169795017675	0.1159700388192404	0.2283995123968691	0	0	0	0
K06077	0.0	0.0512820512820512	slyB; outer membrane lipoprotein SlyB			135.0	18.0	0.0	1.0	1.0	M	0.0	18.0	1.0	1.0	COG3133	Outer_membrane_lipoprotein_SlyB	SlyB	18.0	0.0	1.0	0.0161209615309294	0.0313671492212437	0.0237440553760865	0.0152461876903143	0	0	0	0
K06078	0.0	0.0113960113960113	lpp; murein lipoprotein			74.0	5.0	0.0	1.0	1.0	M	0.0	5.0	1.0	1.0	COG4238	Outer_membrane_murein-binding_lipoprotein_Lpp	Lpp	5.0	0.0	1.0	9.63767132887669e-11	3.2269971070794e-09	1.6616869101840832e-09	3.130620393790633e-09	0	0	0	0
K06079	0.0	0.0227920227920227	cutF, nlpE; copper homeostasis protein (lipoprotein)	path:map01503	Cationic antimicrobial peptide (CAMP) resistance	37.0	6.0	5.0	3.0	0.75	MP	0.0	8.0	2.0	0.875	COG3015	Uncharacterized_lipoprotein_NlpE_involved_in_copper_resistance	CutF	8.0	0.0	1.0	0.0431882355421723	0.0917926551376661	0.0674904453399192	0.0486044195954938	0	0	0	0
K06080	0.0	0.0142450142450142	rcsF; RcsF protein	path:map02020	Two-component system	116.0	3.0	2.0	2.0	0.75	M	0.0	5.0	3.0	0.6	2B4JI			5.0	0.0	1.0	9.77853534128947e-12	8.88945589578728e-11	4.933654714958113e-11	7.911602361658333e-11	0	0	0	0
K06108	0.0142857142857142	0.0	RAB3B; Ras-related protein Rab-3B			168.0	6.0	0.0	1.0	1.0	U	6.0	0.0	2.0	0.833333333333333	KOG0093			6.0	1.0	0.0	0.335481658643028	0.758098805613856	0.546790232128442	0.422617146970828	0	0	0	0
K06109	0.0228571428571428	0.0	RAB13; Ras-related protein Rab-13	path:map04530	Tight junction	160.0	8.0	7.0	2.0	0.888888888888889	U	9.0	0.0	1.0	1.0	KOG0078			9.0	1.0	0.0	0.780785899196708	0.945984889843399	0.8633853945200536	0.1651989906466909	0	0	1	1
K06113	0.0114285714285714	0.1054131054131054	abnA; arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]			111.0	60.0	57.0	5.0	0.869565217391304	G	4.0	65.0	6.0	0.782608695652174	COG3507	Beta-xylosidase	XynB2	69.0	0.0579710144927536	0.9420289855072465	0.266792395552132	0.0716189075195134	0.1692056515358227	0.1951734880326186	0	0	0	0
K06118	0.0028571428571428	0.0712250712250712	SQD1, sqdB; UDP-sulfoquinovose synthase [EC:3.13.1.1]	path:map00520,path:map00561,path:map01100,path:map01250	Amino sugar and nucleotide sugar metabolism,Glycerolipid metabolism,Metabolic pathways,Biosynthesis of nucleotide sugars	371.0	25.0	24.0	2.0	0.961538461538462	GM	1.0	25.0	2.0	0.961538461538462	COG0451	Nucleoside-diphosphate-sugar_epimerase	WcaG	26.0	0.0384615384615384	0.9615384615384616	0.0437230458788428	0.518932242813711	0.2813276443462769	0.4752091969348682	0	0	0	0
K06120	0.0	0.0056980056980056	dhaB; glycerol dehydratase large subunit [EC:4.2.1.30]	path:map00561	Glycerolipid metabolism	554.0	2.0	0.0	1.0	1.0	Q	0.0	2.0	1.0	1.0	COG4909	Propanediol_dehydratase,_large_subunit	PduC	2.0	0.0	1.0					0	0	0	0
K06121	0.0	0.0056980056980056	dhbC; glycerol dehydratase medium subunit [EC:4.2.1.30]	path:map00561	Glycerolipid metabolism	214.0	2.0	0.0	1.0	1.0	Q	0.0	2.0	1.0	1.0	COG4909	Propanediol_dehydratase,_large_subunit	PduC	2.0	0.0	1.0					0	0	0	0
K06122	0.0	0.0056980056980056	dhbE; glycerol dehydratase small subunit [EC:4.2.1.30]	path:map00561	Glycerolipid metabolism	168.0	2.0	0.0	1.0	1.0	Q	0.0	2.0	1.0	1.0	COG4910	Propanediol_dehydratase,_small_subunit	PduE	2.0	0.0	1.0					0	0	0	0
K06125	0.0	0.0626780626780626	COQ2; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	path:map00130,path:map01100,path:map01110,path:map01240	Ubiquinone and other terpenoid-quinone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of cofactors	273.0	22.0	0.0	1.0	1.0	H	0.0	22.0	1.0	1.0	COG0382	4-hydroxybenzoate_polyprenyltransferase	UbiA	22.0	0.0	1.0	0.0023318342185239	0.0052314554514387	0.0037816448349813	0.0028996212329148	0	0	0	0
K06127	0.0028571428571428	0.0	COQ5; 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201]	path:map00130,path:map01100,path:map01110,path:map01240	Ubiquinone and other terpenoid-quinone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of cofactors	255.0	1.0	0.0	1.0	1.0	H	1.0	0.0	1.0	1.0	COG2226	Ubiquinone/menaquinone_biosynthesis_C-methylase_UbiE/MenG	UbiE	1.0	1.0	0.0					0	0	0	0
K06128	0.0028571428571428	0.0	LYPLA1; lysophospholipase I [EC:3.1.1.5]	path:map00564,path:map05231	Glycerophospholipid metabolism,Choline metabolism in cancer	200.0	1.0	0.0	1.0	1.0	I	1.0	0.0	1.0	1.0	COG0400	Predicted_esterase	YpfH	1.0	1.0	0.0					0	0	0	0
K06130	0.0028571428571428	0.0	LYPLA2; lysophospholipase II [EC:3.1.1.5]	path:map00564	Glycerophospholipid metabolism	200.0	1.0	0.0	1.0	1.0	I	1.0	0.0	1.0	1.0	COG0400	Predicted_esterase	YpfH	1.0	1.0	0.0					0	0	0	0
K06131	0.1371428571428571	0.4643874643874643	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]	path:map00564,path:map01100	Glycerophospholipid metabolism,Metabolic pathways	73.0	293.0	288.0	3.0	0.976666666666667	I	56.0	243.0	1.0	1.0	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin_synthase	Cls	299.0	0.1872909698996655	0.8127090301003345	0.0136478317995359	0.0609361769183329	0.0372920043589344	0.0472883451187969	0	0	0	0
K06132	0.0371428571428571	0.0569800569800569	clsC; cardiolipin synthase C [EC:2.7.8.-]	path:map00564,path:map01100	Glycerophospholipid metabolism,Metabolic pathways	136.0	40.0	0.0	1.0	1.0	I	14.0	26.0	1.0	1.0	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin_synthase	Cls	40.0	0.35	0.65	0.0094907019496841	0.0672416791074939	0.038366190528589	0.0577509771578098	0	0	0	0
K06133	0.0257142857142857	0.2905982905982906	LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]	path:map00770,path:map01100	Pantothenate and CoA biosynthesis,Metabolic pathways	54.0	121.0	115.0	3.0	0.923664122137405	H	9.0	122.0	3.0	0.923664122137405	COG2091	Phosphopantetheinyl_transferase	Sfp	131.0	0.0687022900763358	0.931297709923664	0.01209407003031	0.103408893322788	0.057751481676549	0.091314823292478	0	0	0	0
K06134	0.0	0.0968660968660968	COQ7; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	path:map00130,path:map01100,path:map01110,path:map01240	Ubiquinone and other terpenoid-quinone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of cofactors	153.0	34.0	0.0	1.0	1.0	H	0.0	34.0	1.0	1.0	COG2941	Demethoxyubiquinone_hydroxylase,_CLK1/Coq7/Cat5_family_(ubiquinone_biosynthesis)	Coq7	34.0	0.0	1.0	0.0037380184640876	0.0106306790591695	0.0071843487616285	0.0068926605950819	0	0	0	0
K06135	0.0	0.0056980056980056	pqqA; pyrroloquinoline quinone biosynthesis protein A			32.0	1.0	0.0	2.0	0.5	S	0.0	2.0	2.0	0.5	2AQRV			2.0	0.0	1.0					0	0	0	0
K06136	0.0742857142857142	0.0997150997150997	pqqB; pyrroloquinoline quinone biosynthesis protein B			174.0	55.0	46.0	4.0	0.797101449275362	S	26.0	43.0	3.0	0.884057971014493	COG1235	Phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase	PhnP	69.0	0.3768115942028985	0.6231884057971014	0.0126823409573135	0.211227645841571	0.1119549933994422	0.1985453048842575	0	0	0	0
K06137	0.0971428571428571	0.1367521367521367	pqqC; pyrroloquinoline-quinone synthase [EC:1.3.3.11]			90.0	85.0	75.0	3.0	0.841584158415841	H	41.0	60.0	3.0	0.841584158415842	COG5424	Pyrroloquinoline_quinone_(PQQ)_biosynthesis_protein_C	PqqC	101.0	0.4059405940594059	0.594059405940594	0.0016914917478312	0.0042063836447719	0.0029489376963015	0.0025148918969407	0	0	0	0
K06138	0.0	0.0968660968660968	pqqD; pyrroloquinoline quinone biosynthesis protein D			58.0	27.0	20.0	3.0	0.675	S	0.0	40.0	3.0	0.525	COG0535	Radical_SAM_superfamily_maturase,_SkfB/NifB/PqqE_family	SkfB	40.0	0.0	1.0	0.0043996276040857	0.0812706641078295	0.0428351458559576	0.0768710365037438	0	0	0	0
K06139	0.0657142857142857	0.1367521367521367	pqqE; PqqA peptide cyclase [EC:1.21.98.4]			105.0	38.0	18.0	4.0	0.463414634146341	S	29.0	53.0	3.0	0.975609756097561	COG0535	Radical_SAM_superfamily_maturase,_SkfB/NifB/PqqE_family	SkfB	82.0	0.3536585365853658	0.6463414634146342	0.917368378607158	0.491441536596893	0.7044049576020255	0.425926842010265	1	1	1	1
K06140	0.0	0.1282051282051282	rnk; regulator of nucleoside diphosphate kinase			92.0	40.0	24.0	2.0	0.714285714285714	K	0.0	56.0	2.0	0.964285714285714	COG0782	Transcription_elongation_factor,_GreA/GreB_family	GreA	56.0	0.0	1.0	0.0021711864204977	0.0044074834582965	0.003289334939397	0.0022362970377988	0	0	0	0
K06141	0.0	0.0113960113960113	tsgA; MFS transporter, TsgA protein			366.0	4.0	0.0	1.0	1.0	G	0.0	4.0	1.0	1.0	COG0738	Fucose_permease	FucP	4.0	0.0	1.0	0.0618063269199272	0.144165586065793	0.1029859564928601	0.0823592591458658	0	0	0	0
K06142	0.0	0.4301994301994302	hlpA, ompH; outer membrane protein			30.0	227.0	0.0	1.0	1.0	M	0.0	227.0	1.0	1.0	COG2825	Periplasmic_chaperone_for_outer_membrane_proteins,_Skp_family	HlpA	227.0	0.0	1.0	0.0209685590007977	0.277903866177471	0.1494362125891343	0.2569353071766733	0	0	0	0
K06143	0.0	0.0769230769230769	creD; inner membrane protein			336.0	27.0	0.0	1.0	1.0	V	0.0	27.0	1.0	1.0	COG4452	Inner_membrane_protein_CreD_involved_in_colicin_E2_resistance	CreD	27.0	0.0	1.0	0.0101041977408618	0.0218372028165863	0.015970700278724	0.0117330050757244	0	0	0	0
K06144	0.0	0.0113960113960113	uspB; universal stress protein B			109.0	4.0	0.0	1.0	1.0	S	0.0	4.0	1.0	1.0	291H9			4.0	0.0	1.0	2.2683504205928e-12	2.25427647284005e-08	1.1272516539410546e-08	2.2540496377979908e-08	0	0	0	0
K06145	0.0	0.0797720797720797	gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor			299.0	43.0	0.0	1.0	1.0	K	0.0	43.0	1.0	1.0	COG1609	DNA-binding_transcriptional_regulator,_LacI/PurR_family	PurR	43.0	0.0	1.0	0.0033309070775235	0.0092299930974803	0.0062804500875019	0.0058990860199568	0	0	0	0
K06146	0.0	0.0028490028490028	idnR, gntH; LacI family transcriptional regulator, gluconate utilization system Gnt-II transcriptional activator			332.0	1.0	0.0	1.0	1.0	K	0.0	1.0	1.0	1.0	COG1609	DNA-binding_transcriptional_regulator,_LacI/PurR_family	PurR	1.0	0.0	1.0					0	0	0	0
K06147	0.4028571428571428	0.8518518518518519	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial			75.0	1571.0	1281.0	9.0	0.836528221512247	V	367.0	1501.0	13.0	0.906333155934007	COG1132	ABC-type_multidrug_transport_system,_ATPase_and_permease_component	MdlB	1868.0	0.1964668094218415	0.8035331905781584					0	0	0	0
K06148	0.1	0.4700854700854701	ABCC-BAC; ATP-binding cassette, subfamily C, bacterial			124.0	321.0	273.0	4.0	0.825192802056555	V	49.0	342.0	6.0	0.711734693877551	COG1132	ABC-type_multidrug_transport_system,_ATPase_and_permease_component	MdlB	391.0	0.1253196930946291	0.8746803069053708	0.455678356358735	0.66264045813328	0.5591594072460075	0.206962101774545	0	0	0	0
K06149	0.0085714285714285	0.094017094017094	uspA; universal stress protein A			79.0	44.0	0.0	1.0	1.0	T	3.0	41.0	1.0	1.0	COG0589	Nucleotide-binding_universal_stress_protein,__UspA_family	UspA	44.0	0.0681818181818181	0.9318181818181818	0.0025837092275774	0.0068942988613925	0.0047390040444849	0.004310589633815	0	0	0	0
K06151	0.0142857142857142	0.0398860398860398	E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	path:map00030,path:map01100,path:map01120	Pentose phosphate pathway,Metabolic pathways,Microbial metabolism in diverse environments	480.0	24.0	23.0	2.0	0.96	E	5.0	20.0	1.0	1.0	COG2303	Choline_dehydrogenase_or_related_flavoprotein	BetA	25.0	0.2	0.8	0.0185727433226864	0.0550939026848713	0.0368333230037788	0.0365211593621849	0	0	0	0
K06152	0.0171428571428571	0.0341880341880341	E1.1.99.3G; gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]	path:map00030,path:map01100,path:map01120	Pentose phosphate pathway,Metabolic pathways,Microbial metabolism in diverse environments	145.0	20.0	19.0	2.0	0.952380952380952	S	6.0	15.0	3.0	0.666666666666667	2DB8V			21.0	0.2857142857142857	0.7142857142857143	0.0281391521699358	0.116198180186229	0.0721686661780824	0.0880590280162932	0	0	0	0
K06153	0.3828571428571428	0.9002849002849003	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]	path:map00550,path:map00552	Peptidoglycan biosynthesis,Teichoic acid biosynthesis	105.0	371.0	257.0	3.0	0.760245901639344	V	138.0	350.0	2.0	0.993852459016393	COG1968	Undecaprenyl_pyrophosphate_phosphatase	UppP	488.0	0.2827868852459016	0.7172131147540983	0.28976060397893	0.873632787474015	0.5816966957264724	0.583872183495085	0	0	0	0
K06154	0.1171428571428571	0.0	lysM; Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis			125.0	43.0	0.0	1.0	1.0	K	43.0	0.0	1.0	1.0	COG1522	DNA-binding_transcriptional_regulator,_Lrp_family	Lrp	43.0	1.0	0.0	0.0500942164331887	0.898759901071334	0.4744270587522613	0.8486656846381453	0	0	0	0
K06155	0.0	0.037037037037037	gntT; Gnt-I system high-affinity gluconate transporter			415.0	14.0	11.0	2.0	0.823529411764706	EG	0.0	17.0	1.0	1.0	COG2610	H+/gluconate_symporter_GntT_or_related_permease,_GntP/DsdX_family	GntT	17.0	0.0	1.0	0.0065934674827343	0.0153517370148383	0.0109726022487863	0.0087582695321039	0	0	0	0
K06156	0.0	0.0427350427350427	gntU; Gnt-I system low-affinity gluconate transporter			435.0	14.0	13.0	2.0	0.933333333333333	EG	0.0	15.0	1.0	1.0	COG2610	H+/gluconate_symporter_GntT_or_related_permease,_GntP/DsdX_family	GntT	15.0	0.0	1.0	0.0446540245650476	0.135703327138317	0.0901786758516823	0.0910493025732694	0	0	0	0
K06157	0.0	0.0056980056980056	idnT; Gnt-II system L-idonate transporter			431.0	3.0	2.0	2.0	0.75	P	0.0	4.0	1.0	1.0	COG2610	H+/gluconate_symporter_GntT_or_related_permease,_GntP/DsdX_family	GntT	4.0	0.0	1.0	8.68745928178432e-11	0.0317778586547497	0.0158889293708121	0.0317778585678751	0	0	0	0
K06158	0.0514285714285714	0.7834757834757835	ABCF3; ATP-binding cassette, subfamily F, member 3			277.0	353.0	338.0	3.0	0.938829787234042	S	18.0	358.0	2.0	0.978723404255319	COG0488	ATPase_components_of_ABC_transporters_with_duplicated_ATPase_domains	Uup	376.0	0.0478723404255319	0.952127659574468	0.0048028275105346	0.548725416418215	0.2767641219643748	0.5439225889076804	0	0	0	0
K06159	0.0	0.0085470085470085	yojI; multidrug/microcin transport system ATP-binding/permease protein	path:map02010	ABC transporters	19.0	3.0	2.0	2.0	0.75	P	0.0	4.0	1.0	1.0	COG4615	ABC-type_siderophore_export_system,_fused_ATPase_and_permease_components	PvdE	4.0	0.0	1.0	0.0124993296622847	0.0244014878272154	0.01845040874475	0.0119021581649307	0	0	0	0
K06160	0.0	0.0541310541310541	pvdE; putative pyoverdin transport system ATP-binding/permease protein	path:map02010	ABC transporters	443.0	24.0	19.0	3.0	0.75	V	0.0	32.0	2.0	0.96875	COG4615	ABC-type_siderophore_export_system,_fused_ATPase_and_permease_components	PvdE	32.0	0.0	1.0	0.0047011982328574	0.0224122031325622	0.0135567006827098	0.0177110048997048	0	0	0	0
K06161	0.0	0.0028490028490028	syrD; putative syringomycin transport system ATP-binding/permease protein	path:map02010	ABC transporters	560.0	1.0	0.0	1.0	1.0	V	0.0	1.0	1.0	1.0	COG4615	ABC-type_siderophore_export_system,_fused_ATPase_and_permease_components	PvdE	1.0	0.0	1.0					0	0	0	0
K06162	0.0228571428571428	0.1111111111111111	phnM; alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]	path:map00440,path:map01100	Phosphonate and phosphinate metabolism,Metabolic pathways	238.0	69.0	68.0	2.0	0.985714285714286	P	8.0	62.0	3.0	0.885714285714286	COG3454	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_diphosphatase_PhnM	PhnM	70.0	0.1142857142857142	0.8857142857142857	0.0365990500230062	0.0888218120403406	0.0627104310316734	0.0522227620173344	0	0	0	0
K06163	0.0171428571428571	0.0883190883190883	phnJ; alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]	path:map00440,path:map01100	Phosphonate and phosphinate metabolism,Metabolic pathways	270.0	36.0	32.0	2.0	0.9	P	6.0	34.0	1.0	1.0	COG3627	Alpha-D-ribose_1-methylphosphonate_5-phosphate_C-P_lyase_PhnJ	PhnJ	40.0	0.15	0.85	0.0279152355610237	0.0742248181948426	0.0510700268779331	0.0463095826338189	0	0	0	0
K06164	0.0171428571428571	0.0854700854700854	phnI; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]	path:map00440,path:map01100	Phosphonate and phosphinate metabolism,Metabolic pathways	308.0	37.0	0.0	1.0	1.0	P	6.0	31.0	1.0	1.0	COG3626	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnI	PhnI	37.0	0.1621621621621621	0.8378378378378378	0.0340530372469962	0.0899502915313437	0.0620016643891699	0.0558972542843475	0	0	0	0
K06165	0.0171428571428571	0.0883190883190883	phnH; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]	path:map00440,path:map01100	Phosphonate and phosphinate metabolism,Metabolic pathways	107.0	40.0	0.0	1.0	1.0	P	6.0	34.0	1.0	1.0	COG3625	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnH	PhnH	40.0	0.15	0.85	0.0208831606296976	0.0617105658332133	0.0412968632314554	0.0408274052035157	0	0	0	0
K06166	0.1314285714285714	0.0883190883190883	phnG; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]	path:map00440,path:map01100	Phosphonate and phosphinate metabolism,Metabolic pathways	88.0	85.0	0.0	1.0	1.0	P	54.0	31.0	2.0	0.623529411764706	COG1122	Energy-coupling_factor_transporter_ATP-binding_protein_EcfA2	EcfA2	85.0	0.6352941176470588	0.3647058823529411	0.352114448712895	0.856530135065307	0.6043222918891009	0.504415686352412	0	0	0	0
K06167	0.2514285714285714	0.3162393162393162	phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]	path:map00440,path:map01100	Phosphonate and phosphinate metabolism,Metabolic pathways	118.0	207.0	196.0	2.0	0.94954128440367	S	98.0	120.0	1.0	1.0	COG1235	Phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase	PhnP	218.0	0.4495412844036697	0.5504587155963303	0.0019827953940459	0.0216518515037232	0.0118173234488845	0.0196690561096773	0	0	0	0
K06168	0.0028571428571428	0.886039886039886	miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]			281.0	294.0	274.0	2.0	0.936305732484076	J	1.0	313.0	1.0	1.0	COG0621	tRNA_A37_methylthiotransferase_MiaB	MiaB	314.0	0.0031847133757961	0.9968152866242038	0.92110095913228	0.99221959685419	0.9566602779932348	0.07111863772191	0	0	1	1
K06169	0.0	0.131054131054131	miaE; tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase [EC:1.14.99.69]			165.0	52.0	0.0	1.0	1.0	FJ	0.0	52.0	1.0	1.0	COG4445	tRNA_isopentenyl-2-thiomethyl-A-37_hydroxylase_MiaE_(synthesis_of_2-methylthio-cis-ribozeatin)	MiaE	52.0	0.0	1.0	0.0213151233959789	0.0304363103089116	0.0258757168524452	0.0091211869129326	0	0	0	0
K06173	0.4714285714285714	0.8803418803418803	truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]			95.0	504.0	0.0	1.0	1.0	J	168.0	336.0	1.0	1.0	COG0101	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	TruA	504.0	0.3333333333333333	0.6666666666666666	0.0201094611043907	0.171534352761328	0.0958219069328593	0.1514248916569373	0	0	0	0
K06174	0.8542857142857143	0.0	ABCE1, Rli1; ATP-binding cassette, sub-family E, member 1			446.0	301.0	294.0	2.0	0.977272727272727	E	308.0	0.0	1.0	1.0	COG1245	Translation_initiation_factor_RLI1,_contains_Fe-S_and_AAA+_ATPase_domains	Rli1	308.0	1.0	0.0	0.953645124002058	0.940806883358658	0.947226003680358	0.0128382406434	0	0	1	1
K06175	0.0	0.0797720797720797	truC; tRNA pseudouridine65 synthase [EC:5.4.99.26]			203.0	30.0	28.0	2.0	0.9375	J	0.0	32.0	2.0	0.9375	COG0564	Pseudouridine_synthase_RluA,_23S_rRNA-_or_tRNA-specific	RluA	32.0	0.0	1.0	0.031970349195336	0.0389876367102003	0.0354789929527681	0.0070172875148643	0	0	0	0
K06176	0.8228571428571428	0.150997150997151	truD, PUS7; tRNA pseudouridine13 synthase [EC:5.4.99.27]			118.0	365.0	364.0	2.0	0.997267759562842	J	304.0	62.0	1.0	1.0	COG0585	tRNA(Glu)_U13_pseudouridine_synthase_TruD	TruD	366.0	0.8306010928961749	0.1693989071038251	0.823222420816416	0.356080772694063	0.5896515967552395	0.4671416481223529	1	1	1	1
K06177	0.0142857142857142	0.4245014245014245	rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]			100.0	199.0	0.0	1.0	1.0	J	5.0	193.0	1.0	1.0	COG0564	Pseudouridine_synthase_RluA,_23S_rRNA-_or_tRNA-specific	RluA	198.0	0.0252525252525252	0.9747474747474748	0.689303622944827	0.0631190593434985	0.3762113411441627	0.6261845636013286	0	1	0	1
K06178	0.0314285714285714	0.8746438746438746	rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]			126.0	343.0	342.0	2.0	0.997093023255814	J	12.0	332.0	1.0	1.0	COG1187	Pseudouridylate_synthase_RsuA,_specific_for_16S_rRNA_U516__and_23S_rRNA_U2605	RsuA	344.0	0.0348837209302325	0.9651162790697676	0.120663899330975	0.420212164611692	0.2704380319713335	0.299548265280717	0	0	0	0
K06179	0.0	0.3532763532763532	rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]			125.0	136.0	135.0	2.0	0.992700729927007	J	0.0	137.0	3.0	0.985401459854015	COG0564	Pseudouridine_synthase_RluA,_23S_rRNA-_or_tRNA-specific	RluA	137.0	0.0	1.0	0.0207294148273981	0.0183336908502454	0.0195315528388217	0.0023957239771526	0	0	0	0
